event,sentence
"('Howard,Dwight', 'pts', '25')"," PLAYER_LAST scored 19 of his STAT points in the second half, helping Orlando recover from a 52 49 halftime deficit."
"('IND', 'fg3', '5')", The Pacers had five players score in double figures but shot just 39 percent from the field.
"('Rush,Brandon', 'pts', '14')","Roy Hibbert had _STAT_ points and 10 rebounds, reserve PLAYER_FIRST PLAYER_LAST scored STAT and Granger had 13 points."
"('Ford,T.J.', 'pts', '10')","PLAYER_LAST and Mike Dunleavy had STAT points apiece for Indiana, which outrebounded Orlando 51 42."
"('Hibbert,Roy', 'pts', '19')","PLAYER_FIRST PLAYER_LAST had STAT points and 10 rebounds, reserve Brandon Rush scored 14 and Granger had 13 points."
"('Hibbert,Roy', 'trb', '10')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, reserve Brandon Rush scored 14 and Granger had 13 points."
"('IND', 'pts', '86')","Posey made a 3 with 45 seconds left to give the Pacers an 86 85 lead, setting the stage for Nelson's big play."
"('IND', 'ft', '11')","Game notes
 Indiana went 11 for 19 from the free throw line, compared to 19 for 28 for Orlando."
"('Nelson,Jameer', 'pts', '11')",PLAYER_LAST finished with STAT points and nine assists.
"('Nelson,Jameer', 'ast', '9')",PLAYER_LAST finished with STAT assists.
"('ORL', 'ft', '19')","Game notes
 Indiana went 11 for 19 from the free throw line, compared to 19 for 28 for Orlando."
"('ORL', 'ft', '19')","Game notes
 Indiana went 11 for 19 from the free throw line, compared to 19 for 28 for Orlando."
"('Granger,Danny', 'pts', '13')","Roy Hibbert had _STAT_ points and 10 rebounds, reserve Brandon Rush scored 14 and PLAYER_LAST had STAT points."
"('Nelson,Jameer', 'ast', '9')","PLAYER_LAST also had STAT assists for the Magic, who shot 45 percent from the field."
"('ORL', 'fg3', '9')","Nelson also had nine assists for the Magic, who shot 45 percent from the field."
"('Dunleavy,Mike', 'pts', '10')","Ford and PLAYER_FIRST PLAYER_LAST had STAT points apiece for Indiana, which outrebounded Orlando 51 42."
"('Howard,Dwight', 'trb', '12')","PLAYER_LAST also had STAT rebounds and blocked three shots for Orlando, which limited Indiana to _STAT_ in the second half."
"('Howard,Dwight', 'orb', '3')","PLAYER_LAST also had _STAT_ rebounds and blocked STAT shots for Orlando, which limited Indiana to _STAT_ in the second half."
"('Ford,T.J.', 'pts', '10')",PLAYER_LAST on a STAT foot jumper and converted the resulting free throw.
"('Lewis,Rashard', 'fg3', '5')",PLAYER_FIRST PLAYER_LAST made STAT 3 pointers and finished with 21 points.
"('Lewis,Rashard', 'pts', '21')",PLAYER_FIRST PLAYER_LAST made five 3 pointers and finished with STAT points.
"('CHA', 'fg3', '9')","The Suns got within 98 90 on Jason Richardson's three point play with 6:58 left, but the Bobcats responded with a 9 2 run."
"('Richardson,Jason', 'fg', '3')","The Suns got within 98 90 on PLAYER_FIRST Richardson's STAT point play with 6:58 left, but the Bobcats responded with a 9 2 run."
"('Richardson,Jason', 'fg3', '0')","The Suns got within 98 90 on PLAYER_FIRST Richardson's three point play with 6:58 left, but the Bobcats responded with a 9 2 run."
"('Richardson,Jason', 'pts', '13')","""Regardless of how we're shooting the ball, we have to play better defense,"" said Richardson, who had STAT points on 3 of 11 shooting."
"('Richardson,Jason', 'fg', '3')","""Regardless of how we're shooting the ball, we have to play better defense,"" said Richardson, who had _STAT_ on STAT of 11 shooting."
"('Smith,Josh', 'pts', '21')",PLAYER_FIRST PLAYER_LAST scored STAT points and added six steals with five assists.
"('Smith,Josh', 'ast', '6')",PLAYER_FIRST PLAYER_LAST added STAT steals with five assists.
"('Smith,Josh', 'stl', '5')",PLAYER_FIRST PLAYER_LAST added six steals with STAT assists.
"('Marion,Shawn', 'pts', '12')",PLAYER_FIRST PLAYER_LAST scored STAT and pulled down a team high 10 rebounds.
"('Marion,Shawn', 'trb', '10')",PLAYER_FIRST PLAYER_LAST scored 12 and pulled down a team high STAT rebounds.
"('Williams,Marvin', 'fg3', '0')",Hawks F PLAYER_FIRST PLAYER_LAST (six points) and reserve G Maurice Evans (no STAT of 3 shooting) were game time decisions with ailing knees.
"('Williams,Marvin', 'fg', '3')",Hawks F PLAYER_FIRST PLAYER_LAST (six points) and reserve G Maurice Evans (no 0 of STAT shooting) were game time decisions with ailing knees.
"('Evans,Maurice', 'fg', '0')",Hawks F Marvin Williams (six points) and reserve G PLAYER_FIRST PLAYER_LAST (no STAT of 3 shooting) were game time decisions with ailing knees.
"('Evans,Maurice', 'fg3', '0')",Hawks F Marvin Williams (six points) and reserve G PLAYER_FIRST PLAYER_LAST (no STAT of 3 shooting) were game time decisions with ailing knees.
"('Evans,Maurice', 'pts', '0')","Hawks F Marvin Williams (six points) and reserve G PLAYER_FIRST PLAYER_LAST (no points, STAT of 3 shooting) were game time decisions with ailing knees."
"('Horford,Al', 'pts', '20')"," PLAYER_FIRST PLAYER_LAST finished with STAT points and STAT rebounds for the Hawks, whose two game winning streak was snapped."
"('Horford,Al', 'trb', '20')"," PLAYER_FIRST PLAYER_LAST finished with STAT STAT rebounds for the Hawks, whose two game winning streak was snapped."
"('Horford,Al', 'pts', '20')"," PLAYER_FIRST PLAYER_LAST finished with STAT points and STAT rebounds for the Hawks, whose two game winning streak was snapped."
"('Horford,Al', 'trb', '20')"," PLAYER_FIRST PLAYER_LAST finished with STAT STAT rebounds for the Hawks, whose two game winning streak was snapped."
"('Butler,Caron', 'fg3', '0')","The Mavs' first 18 point lead came on Butler's 14 footer, which made it 53 35 late in the second quarter."
"('ATL', 'fg3', '7')",That's not the kind of formula he wants with Atlanta going just 7 of 25 on 3s.
"('Randolph,Zach', 'pts', '21')",PLAYER_LAST led Memphis with STAT points and 13 rebounds.
"('Randolph,Zach', 'trb', '13')",PLAYER_LAST led Memphis with STAT rebounds.
"('Conley,Mike', 'pts', '16')","PLAYER_LAST had STAT points, Gay 15, and Marc Gasol 11."
"('Jones,James', 'pts', '3')",Miami last led after James' STAT point play made it 90 87 with 3:09 left.
"('Jones,James', 'fg3', '0')",Miami last led after James' three point play made it 90 87 with 3:09 left.
"('MIL', 'pts', '81')", seconds left to lift the Thunder to an 82 81 victory over the Milwaukee Bucks on Saturday night.
"('MIL', 'fg3', '3')","Gooden had a season high _STAT_ rebounds for the Bucks, who slipped three games under .500 with their third straight loss."
"('Westbrook,Russell', 'ast', '6')",Maynor PLAYER_LAST added STAT assists as the Thunder won their fourth straight game.
"('Gooden,Drew', 'pts', '16')","PLAYER_LAST had STAT points and a season high STAT rebounds for the Bucks, who slipped three games under .500 with their third straight loss."
"('Gooden,Drew', 'trb', '16')","PLAYER_LAST had STAT a season high STAT rebounds for the Bucks, who slipped three games under .500 with their third straight loss."
"('Gooden,Drew', 'pts', '16')","PLAYER_LAST had STAT points and a season high STAT rebounds for the Bucks, who slipped three games under .500 with their third straight loss."
"('Gooden,Drew', 'trb', '16')","PLAYER_LAST had STAT a season high STAT rebounds for the Bucks, who slipped three games under .500 with their third straight loss."
"('OKC', 'pts', '82')", seconds left to lift the Thunder to an 82 81 victory over the Milwaukee Bucks on Saturday night.
"('Harden,James', 'fg', '6')"," PLAYER_LAST came in averaging 7.6 but shot STAT of 13, with all of his field goals coming from 3 point range."
"('Harden,James', 'fg3', '6')"," PLAYER_LAST came in averaging 7.6 but shot STAT of 13, with all of his field goals coming from 3 point range."
"('Jennings,Brandon', 'pts', '25')"," PLAYER_FIRST PLAYER_LAST led the Bucks with STAT points, 13 in the fourth quarter as he tried to spark the Bucks' woeful offense."
"('Maynor,Eric', 'pts', '12')",PLAYER_LAST scored STAT points and Westbrook added six assists as the Thunder won their fourth straight game.
"('Jamison,Antawn', 'pts', '12')","""We wanted to use these two games as a measuring stick,"" said forward PLAYER_FIRST Jamison, who scored STAT points."
"('Parker,Anthony', 'fg3', '0')","The Spurs made 12 of 25 from behind the 3 point line and had a season high 32 assists, including nine from Parker."
"('Ginobili,Manu', 'pts', '13')",PLAYER_LAST scored all of his STAT points in the second quarter.
"('Parker,Tony', 'fg3', '0')","The Spurs made 12 of 25 from behind the 3 point line and had a season high 32 assists, including nine from Parker."
"('Parker,Tony', 'ast', '9')","The Spurs made 12 of 25 from behind the 3 point line and had a season high 32 assists, including STAT from Parker."
"('Bonner,Matt', 'fg', '4')","PLAYER_FIRST Bonner, who hit STAT 3s, had 12 points."
"('Bonner,Matt', 'fg3', '4')","PLAYER_FIRST Bonner, who hit STAT 3s, had 12 points."
"('Bonner,Matt', 'pts', '12')","PLAYER_FIRST Bonner, who hit four 3s, had STAT points."
"('Williams,Mo', 'fg', '9')","PLAYER_LAST was STAT of 15 and had six assists, but was the only starter in double figures for the Cavaliers."
"('Williams,Mo', 'ast', '6')","PLAYER_LAST was 9 of 15 and had STAT assists, but was the only starter in double figures for the Cavaliers."
"('SAS', 'fg3', '12')","The Spurs made 12 of 25 from behind the 3 point line and had a season high 32 assists, including nine from Parker."
"('SAS', 'ast', '32')","The Spurs made 12 of 25 from behind the 3 point line and had a season high 32 assists, including nine from Parker."
"('Jefferson,Richard', 'pts', '14')",PLAYER_FIRST PLAYER_LAST scored STAT points and Manu Ginobili had 13.
"('Morrow,Anthony', 'ft', '0')",A three point play by PLAYER_FIRST with 5:55 left and two free throws by Nene pushed the lead to 99 93.
"('Morrow,Anthony', 'fg3', '2')",A three point play by PLAYER_FIRST with 5:55 left and STAT free throws by Nene pushed the lead to 99 93.
"('Hilario,Nene', 'pts', '22')",PLAYER_FIRST had STAT points and Ty Lawson scored 15 off the bench for the Nuggets.
"('Anthony,Carmelo', 'pts', '28')","PLAYER_LAST had STAT points and eight rebounds, and hit a key bucket down the stretch as the Denver Nuggets held off New Jersey 107 103."
"('Anthony,Carmelo', 'trb', '8')","PLAYER_LAST had STAT rebounds, and hit a key bucket down the stretch as the Denver Nuggets held off New Jersey 107 103."
"('Morrow,Anthony', 'fg3', '2')", seconds left rolled off the rim and PLAYER_FIRST clinched the win with STAT free throws with 13.5 seconds remaining.
"('DEN', 'pts', '107')","Anthony had _STAT_ points and eight rebounds, and hit a key bucket down the stretch as the Denver Nuggets held off New Jersey 107 103."
"('Hilario,Nene', 'fg3', '0')",A three point play by Anthony with 5:55 left and two free throws by PLAYER_FIRST pushed the lead to 99 93.
"('Lopez,Brook', 'pts', '20')",Third year center PLAYER_FIRST PLAYER_LAST scored STAT points to lead seven New Jersey players in double figures.
"('Lawson,Ty', 'pts', '15')",Nene had _STAT_ points and PLAYER_FIRST PLAYER_LAST scored STAT off the bench for the Nuggets.
"('DEN', 'fg3', '7')",The Nuggets have won seven of their last eight games against the Nets.
"('Favors,Derrick', 'pts', '14')"," One of the players in the deal for Anthony would have been PLAYER_FIRST Favors, who scored a season high STAT points off the bench."
"('Anthony,Carmelo', 'fg3', '0')",A three point play by PLAYER_LAST with 5:55 left and two free throws by Nene pushed the lead to 99 93.
"('Morrow,Anthony', 'fg3', '2')","NVER    Two months ago, Carmelo PLAYER_FIRST nearly joined the New Jersey Nets."
"('Camby,Marcus', 'pts', '2')","LaPLAYER_FIRST Aldridge made a 20 footer to make it 94 92, but Utah went on an 11 STAT run from there."
"('Aldridge,LaMarcus', 'pts', '24')"," PLAYER_LAST had STAT points and _STAT_ rebounds for the Blazers, who have dropped five in a row to Utah."
"('Aldridge,LaMarcus', 'trb', '11')"," PLAYER_LAST had STAT rebounds for the Blazers, who have dropped five in a row to Utah."
"('POR', 'orb', '24')"," Aldridge had _STAT_ rebounds for the Blazers, who have dropped five in a row to Utah."
"('POR', 'orb', '24')",Portland had 24 offensive rebounds to Utah's six.
"('Miller,Andre', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT points and nine assists.
"('Miller,Andre', 'ast', '9')",PLAYER_FIRST PLAYER_LAST had STAT assists.
"('Matthews,Wesley', 'pts', '16')",PLAYER_FIRST PLAYER_LAST had STAT points in place of injured All Star Brandon Roy.
"('Millsap,Paul', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT points and six rebounds.
"('Millsap,Paul', 'fg', '6')",PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Millsap,Paul', 'trb', '6')",PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Jefferson,Al', 'pts', '20')","LaMarcus Aldridge made a STAT footer to make it 94 92, but Utah went on an 11 2 run from there."
"('Felton,Raymond', 'pts', '20')"," PLAYER_LAST had STAT points, one night after scoring a career high 35 against the Warriors."
"('LAC', 'fg3', '7')",The Los Angeles Clippers' talented rookie had career highs of seven assists while pulling down 15 rebounds.
"('Mozgov,Timofey', 'pts', '3')",The first overall pick in the 2009 draft completed the STAT point play after Mozgov's face was called for a foul.
"('Mozgov,Timofey', 'fg', '0')",The first overall pick in the 2009 draft completed the three point play after Mozgov's face was called for a foul.
"('Mozgov,Timofey', 'fg3', '0')",The first overall pick in the 2009 draft completed the three point play after Mozgov's face was called for a foul.
"('NYK', 'ft', '43')",New York finished 43 for 51 on free throws and the Clippers were 22 for 29.
"('Gordon,Eric', 'pts', '25')"," PLAYER_FIRST PLAYER_LAST had STAT points for the Clippers (1 13), off to their worst start since opening the lockout delayed 1999 season 0 17."
"('Gordon,Eric', 'fg3', '0')"," PLAYER_FIRST PLAYER_LAST had _STAT_ for the Clippers (1 13), off to their worst start since opening the lockout delayed 1999 season STAT 17."
"('Bledsoe,Eric', 'fg3', '0')"," PLAYER_FIRST Gordon had _STAT_ for the Clippers (1 13), off to their worst start since opening the lockout delayed 1999 season STAT 17."
"('Chandler,Wilson', 'pts', '10')","PLAYER_FIRST Chandler, the first player off the Knicks' bench, scored STAT points before fouling out with 3:37 left."
"('LAC', 'fg', '43')",New York finished 43 for 51 on free throws and the Clippers were 22 for 29.
"('LAC', 'ft', '22')",New York finished 43 for 51 on free throws and the Clippers were 22 for 29.
"('TOR', 'pts', '102')"," Pierce was whistled for a foul on Johnson, who made both to give the Raptors a 102 101 lead."
"('Robinson,Nate', 'pts', '22')","PLAYER_FIRST PLAYER_LAST led Boston with a season high STAT points, Pierce and Ray Allen each had 19 and Garnett and Glenn Davis both scored 12."
"('Pierce,Paul', 'pts', '19')","Nate Robinson led Boston with a season high 22 points, PLAYER_LAST and Ray Allen each had STAT and Garnett and Glenn Davis both scored 12."
"('TOR', 'ft', '30')",Toronto made 30 of _STAT_ free throw attempts.
"('Evans,Reggie', 'trb', '16')",PLAYER_FIRST PLAYER_LAST finished with STAT rebounds and a season high nine points.
"('Evans,Reggie', 'pts', '9')",PLAYER_FIRST PLAYER_LAST finished with _STAT_ rebounds and a season high STAT points.
"('Allen,Ray', 'pts', '19')","Nate Robinson led Boston with a season high 22 points, Pierce and PLAYER_FIRST PLAYER_LAST each had STAT and Garnett and Glenn Davis both scored 12."
"('WAS', 'pts', '110')",Hamilton scored 12 of his _STAT_ points in overtime in the Detroit Pistons' 115 110 victory over the Washington Wizards on Sunday night.
"('Hamilton,Richard', 'fg', '11')","   After STAT NBA seasons, PLAYER_FIRST PLAYER_LAST knows his days as an elite scorer are probably over."
"('DET', 'pts', '115')",Hamilton scored 12 of his _STAT_ points in overtime in the Detroit Pistons' 115 110 victory over the Washington Wizards on Sunday night.
"('Arenas,Gilbert', 'pts', '19')",PLAYER_FIRST PLAYER_LAST added STAT points and a career high 16 assists.
"('Arenas,Gilbert', 'ast', '16')",PLAYER_FIRST PLAYER_LAST added a career high STAT assists.
"('Arenas,Gilbert', 'fg3', '1')","""We played a great game, so this STAT hurts,"" PLAYER_LAST said."
"('Hamilton,Richard', 'pts', '27')",PLAYER_LAST scored 12 of his STAT points in overtime in the Detroit Pistons' 115 110 victory over the Washington Wizards on Sunday night.
"('Belinelli,Marco', 'pts', '12')"," PLAYER_FIRST PLAYER_LAST scored STAT points, and Paul had _STAT_ assists for the Hornets, who shot 32 percent and had a season low point total."
"('Belinelli,Marco', 'ast', '0')"," PLAYER_FIRST PLAYER_LAST scored 12 and Paul had _STAT_ assists for the Hornets, who shot 32 percent and had a season low point total."
"('Head,Luther', 'pts', '11')","PLAYER_FIRST PLAYER_LAST had STAT points for the Kings, and Tyreke Evans was limited to nine."
"('Paul,Chris', 'ast', '14')"," Marco Belinelli scored 12 and PLAYER_LAST had STAT assists for the Hornets, who shot 32 percent and had a season low point total."
"('Paul,Chris', 'fg3', '0')"," Marco Belinelli scored 12 and PLAYER_LAST had _STAT_ assists for the Hornets, who shot 32 percent and had a season low point total."
"('Paul,Chris', 'fg', '2')",PLAYER_LAST shot STAT of 12 and scored nine points.
"('Paul,Chris', 'pts', '9')",PLAYER_LAST shot 2 of 12 and scored STAT points.
"('Paul,Chris', 'fg3', '0')","I talk to him on a regular basis,"" point guard PLAYER_FIRST PLAYER_LAST said."
"('Ariza,Trevor', 'pts', '16')"," David West had 17 points, and PLAYER_FIRST PLAYER_LAST added STAT to help the Hornets win their third straight game."
"('West,David', 'pts', '17')"," PLAYER_FIRST PLAYER_LAST had STAT points, and Trevor Ariza added 16 to help the Hornets win their third straight game."
"('Greene,Donte', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Sacramento.
"('Greene,Donte', 'trb', '10')",PLAYER_FIRST PLAYER_LAST had STAT rebounds for Sacramento.
"('Ellis,Monta', 'pts', '5')", PLAYER_LAST scored STAT points on 2 of 10 shooting before falling to the court early in the third quarter holding his left hip.
"('Ellis,Monta', 'fg', '2')", PLAYER_LAST scored five on STAT of 10 shooting before falling to the court early in the third quarter holding his left hip.
"('Wright,Dorell', 'pts', '16')"," PLAYER_FIRST PLAYER_LAST scored STAT points on 5 of 17 shooting, and Stephen Curry added 13 in the Warriors' fourth loss in five games."
"('Wright,Dorell', 'fg', '5')"," PLAYER_FIRST PLAYER_LAST scored _STAT_ on STAT of 17 shooting, and Stephen Curry added 13 in the Warriors' fourth loss in STAT games."
"('Wright,Dorell', 'fg', '5')"," PLAYER_FIRST PLAYER_LAST scored _STAT_ on STAT of 17 shooting, and Stephen Curry added 13 in the Warriors' fourth loss in STAT games."
"('Barnes,Matt', 'fg3', '2')","Gasol's teammate, PLAYER_FIRST Barnes, did it STAT days ago."
"('Curry,Stephen', 'fg', '5')"," Dorell Wright scored _STAT_ on STAT of 17 shooting, and PLAYER_FIRST PLAYER_LAST added 13 in the Warriors' fourth loss in STAT games."
"('Curry,Stephen', 'pts', '13')"," Dorell Wright scored _STAT_ points on 5 of 17 shooting, and PLAYER_FIRST PLAYER_LAST added STAT in the Warriors' fourth loss in five games."
"('Curry,Stephen', 'fg', '5')"," Dorell Wright scored _STAT_ on STAT of 17 shooting, and PLAYER_FIRST PLAYER_LAST added 13 in the Warriors' fourth loss in STAT games."
"('Gasol,Pau', 'fg', '10')","PLAYER_LAST went STAT for STAT from the field, 8 for 8 from the free throw line, and had nine rebounds and five assists."
"('Gasol,Pau', 'fg', '10')","PLAYER_LAST went STAT for STAT from the field, 8 for 8 from the free throw line, and had nine rebounds and five assists."
"('Gasol,Pau', 'ft', '8')","PLAYER_LAST went 10 for 10 from the field, STAT for STAT from the free throw line, and had nine rebounds and five assists."
"('Gasol,Pau', 'ft', '8')","PLAYER_LAST went 10 for 10 from the field, STAT for STAT from the free throw line, and had nine rebounds and five assists."
"('Gasol,Pau', 'trb', '9')","PLAYER_LAST went 10 for 10 from the field, 8 for 8 from the free throw line, and had STAT rebounds and five assists."
"('Gasol,Pau', 'ast', '5')","PLAYER_LAST went 10 for 10 from the field, 8 for 8 from the free throw line, and had nine rebounds and STAT assists."
"('ATL', 'fg3', '6')"," Atlanta missed five of its first six shots, and Boston had a double digit lead before the game was 4 minutes old."
"('Johnson,Joe', 'pts', '6')","Johnson, averaging 18.5 a game, was held to STAT points on 2 of 10 shooting."
"('Johnson,Joe', 'fg', '2')","Johnson, averaging 18.5 a game, was held to six on STAT of 10 shooting."
"('Bibby,Mike', 'pts', '11')", PLAYER_FIRST PLAYER_LAST led the Hawks with STAT points.
"('Pierce,Paul', 'pts', '13')","Garnett scored 17 points, while PLAYER_LAST and O'Neal chipped in with STAT apiece."
"('BOS', 'fg3', '5')"," Atlanta missed five of its first six shots, and Boston had a double digit lead before the game was 4 minutes old."
"('Powell,Josh', 'fg', '4')","The other STAT starters    Joe Johnson, Al Horford, PLAYER_FIRST Smith and Marvin Williams    combined for a mere 16."
"('Garnett,Kevin', 'pts', '17')","PLAYER_LAST scored STAT points, while Pierce and O'Neal chipped in with 13 apiece."
"('Dunleavy,Mike', 'pts', '11')","Ford scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for the Pacers, who took control with a 29 STAT run in the second quarter."
"('Dunleavy,Mike', 'pts', '11')","Ford scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for the Pacers, who took control with a 29 STAT run in the second quarter."
"('Wade,Dwyane', 'fg', '1')"," Back after a STAT game absence with a sprained left wrist, PLAYER_LAST finished with three on STAT for 13 shooting."
"('Wade,Dwyane', 'pts', '3')"," Back after a one game absence with a sprained left wrist, PLAYER_LAST finished with STAT points on 1 for 13 shooting."
"('Wade,Dwyane', 'fg', '1')"," Back after a STAT game absence with a sprained left wrist, PLAYER_LAST finished with three on STAT for 13 shooting."
"('Posey,James', 'fg', '3')","The strange series began with 1:18 left in the third, when PLAYER_FIRST missed a STAT pointer and Indiana controlled the rebound."
"('Arroyo,Carlos', 'pts', '12')", Zydrunas Ilgauskas and PLAYER_FIRST PLAYER_LAST each scored STAT for Miami.
"('Ilgauskas,Zydrunas', 'pts', '12')", PLAYER_FIRST PLAYER_LAST and Carlos Arroyo each scored STAT for Miami.
"('Ford,T.J.', 'pts', '13')","PLAYER_LAST scored STAT points and Mike Dunleavy added 11 for the Pacers, who took control with a 29 11 run in the second quarter."
"('OKC', 'fg', '40')","However, Oklahoma City was just 80 percent for the game Monday, making 32 of 40 foul shots."
"('Sefolosha,Thabo', 'pts', '13')", PLAYER_LAST had STAT points and _STAT_ rebounds for the Thunder.
"('Sefolosha,Thabo', 'trb', '11')", PLAYER_LAST had STAT rebounds for the Thunder.
"('Durant,Kevin', 'fg', '6')",PLAYER_LAST was STAT of 16 from the field.
"('Green,Jeff', 'fg', '9')",PLAYER_LAST was STAT of 16 shooting.
"('Green,Jeff', 'trb', '6')",PLAYER_LAST came in averaging 18.2 6.5 rebounds in STAT starts.
"('Green,Jeff', 'pts', '24')",PLAYER_LAST scored a season high STAT points.
"('OKC', 'fg', '40')","Monday, he scored _STAT_ in 40 minutes as the Thunder improved to 10 4 on the season."
"('Westbrook,Russell', 'pts', '20')",PLAYER_FIRST Wesbrook had STAT points and 14 assists.
"('Westbrook,Russell', 'ast', '14')",PLAYER_FIRST Wesbrook had STAT assists.
"('Milicic,Darko', 'pts', '21')",PLAYER_LAST had STAT points on 9 of 14 shooting.
"('Milicic,Darko', 'fg', '9')",PLAYER_LAST had _STAT_ on STAT of 14 shooting.
"('Love,Kevin', 'pts', '24')",PLAYER_LAST had STAT points and _STAT_ rebounds for the T Wolves who fell to 4 11 and lost for the fourth time in five games.
"('Love,Kevin', 'trb', '17')",PLAYER_LAST had STAT rebounds for the T Wolves who fell to 4 11 and lost for the fourth time in five games.
"('Love,Kevin', 'fg3', '4')",PLAYER_LAST had _STAT_ rebounds for the T Wolves who fell to STAT 11 and lost for the STATth time in five games.
"('Love,Kevin', 'orb', '4')",PLAYER_LAST had _STAT_ rebounds for the T Wolves who fell to STAT 11 and lost for the STATth time in five games.
"('Hill,Jordan', 'trb', '10')",PLAYER_LAST grabbed a career high STAT rebounds.
"('Miller,Brad', 'fg3', '0')","The Suns' starters returned with 8:54 left, but PLAYER_FIRST PLAYER_LAST converted a three point play three minutes later to make it 100 96."
"('Nash,Steve', 'fg', '8')",PLAYER_LAST and Hill scored STAT apiece in the opening period and the Suns led 26 25.
"('Lowry,Kyle', 'fg3', '0')","""We have to find a way to keep our heads up,"" point guard PLAYER_FIRST PLAYER_LAST said."
"('PHO', 'fg3', '7')",The Suns have scored at least _STAT_ in their last seven games against Houston.
"('Nash,Steve', 'fg3', '0')","An hour before tipoff, PLAYER_LAST was practicing jumpers from the free throw line and beyond the 3 point arc."
"('Martin,Kevin', 'pts', '19')"," PLAYER_FIRST PLAYER_LAST scored STAT to lead the Rockets, who've lost four in a row."
"('Richardson,Jason', 'fg3', '2')","The Suns went on a 9 0 spurt over the next STAT minutes, and Richardson's 3 pointer from the wing stretched the lead to 11."
"('Turkoglu,Hedo', 'fg3', '3')","Martin sank his second STAT pointer with 3:02 left, but PLAYER_FIRST PLAYER_LAST hit one on the Suns' next possession for a 109 103 lead."
"('Lowry,Kyle', 'fg3', '0')",PLAYER_LAST converted a three point play then turned his fifth steal into a breakaway layup to cut the Suns' lead to 74 72.
"('Redick,J.J.', 'pts', '11')",PLAYER_LAST scored STAT points off the bench.
"('Carter,Vince', 'pts', '8')",PLAYER_FIRST PLAYER_LAST left the game midway through the fourth after scoring the last of his STAT points on a layup.
"('Nelson,Jameer', 'pts', '15')"," Nelson, who had STAT points on 7 of 14 shooting, took responsibility for the mistakes."
"('Nelson,Jameer', 'fg', '7')"," Nelson, who had _STAT_ on STAT of 14 shooting, took responsibility for the mistakes."
"('Lewis,Rashard', 'pts', '14')",PLAYER_FIRST PLAYER_LAST scored STAT points for the Magic and was 3 for 3 from behind the arc.
"('Lewis,Rashard', 'fg3', '3')",PLAYER_FIRST PLAYER_LAST scored _STAT_ for the Magic and was STAT for STAT from behind the arc.
"('Lewis,Rashard', 'fg3', '3')",PLAYER_FIRST PLAYER_LAST scored _STAT_ for the Magic and was STAT for STAT from behind the arc.
"('Howard,Dwight', 'pts', '26')","PLAYER_FIRST PLAYER_LAST had STAT points and 18 rebounds, and afterward, pinned the loss on a pair of costly giveaways in the waning minutes."
"('Howard,Dwight', 'trb', '18')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, and afterward, pinned the loss on a pair of costly giveaways in the waning minutes."
"('Duncan,Tim', 'pts', '15')", PLAYER_FIRST PLAYER_LAST added STAT points and George Hill had 10 for the Spurs.
"('Ginobili,Manu', 'fg3', '3')","None were bigger than Ginobili's step back STAT pointer with 2:09 remaining, putting the Spurs ahead for good with 2:09 remaining."
"('McDyess,Antonio', 'fg', '3')","San PLAYER_FIRST made 12 of 19 from behind the STAT point line, including all five of its attempts in the fourth quarter."
"('McDyess,Antonio', 'fg3', '0')","San PLAYER_FIRST made 12 of 19 from behind the 3 point line, including all five of its attempts in the fourth quarter."
"('Hill,George', 'pts', '10')", Tim Duncan added _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT for the Spurs.
"('SAS', 'fg3', '12')","San Antonio made 12 of 19 from behind the 3 point line, including all five of its attempts in the fourth quarter."
"('Ginobili,Manu', 'pts', '25')","""The first five, six games were not against great teams,"" said Ginobili, who scored STAT points."
"('Cousins,DeMarcus', 'pts', '18')",PLAYER_FIRST PLAYER_LAST led the Kings with STAT points and Carl Landry added 12.
"('UTA', 'orb', '9')","Williams had nine assists, Paul Millsap had nine rebounds and Andrei Kirilenko added _STAT_ for Utah."
"('UTA', 'orb', '9')","Williams had nine assists, Paul Millsap had nine rebounds and Andrei Kirilenko added _STAT_ for Utah."
"('Williams,Deron', 'pts', '12')","PLAYER_LAST had STAT points and nine assists, Paul Millsap had _STAT_ points and nine rebounds and Andrei Kirilenko added _STAT_ points for Utah."
"('Williams,Deron', 'ast', '9')","PLAYER_LAST had STAT assists, Paul Millsap had STAT rebounds and Andrei Kirilenko added _STAT_ for Utah."
"('Williams,Deron', 'ast', '9')","PLAYER_LAST had STAT assists, Paul Millsap had STAT rebounds and Andrei Kirilenko added _STAT_ for Utah."
"('Fesenko,Kyrylo', 'pts', '2')","Utah's PLAYER_FIRST Fesenko, who is STAT of 13 from the line this season, airballed a free throw in the second quarter."
