event,sentence
"('ORL', 'tov', '24')",The Magic were led by Serge Ibaka's 21 and Elfrid Payton added 18 but had five of Orlando's 24 turnovers.
"('ORL', 'pts', '89')",Antetokounmpo had his first triple double of the season to lead the Milwaukee Bucks over the Orlando Magic 93 89 on Monday night.
"('Fournier,Evan', 'fg3', '2')"," percent (5 of 23) in the final quarter, and PLAYER_FIRST PLAYER_LAST was the only Magic player with more than STAT (he had five)."
"('MIL', 'pts', '93')",Antetokounmpo had his first triple double of the season to lead the Milwaukee Bucks over the Orlando Magic 93 89 on Monday night.
"('Ibaka,Serge', 'pts', '21')","The Magic were led by PLAYER_FIRST Ibaka's STAT points, and Elfrid Payton added 18 but had five of Orlando's 24 turnovers."
"('Horford,Al', 'blk', '3')", TIP INS Celtics: PLAYER_LAST also had STAT blocks and reached _STAT_ for the first time with the Celtics.
"('Horford,Al', 'pts', '20')", TIP INS Celtics: PLAYER_LAST also had three blocks and reached STAT points for the first time with the Celtics.
"('LaVine,Zach', 'fg', '4')","""We laid a damn egg,"" said PLAYER_FIRST LaVine, who was STAT of 12 from the field and 0 for 7 on 3 pointers."
"('LaVine,Zach', 'fg3', '0')","""We laid a damn egg,"" said PLAYER_FIRST LaVine, who was 4 of 12 from the field and STAT for 7 on 3 pointers."
"('BOS', 'fg3', '12')",Terry Rozier added a career high _STAT_ off the bench and keyed the Celtics' surge in the first 6 minutes of the fourth.
"('BOS', 'pts', '99')",Isaiah Thomas scored _STAT_ points and Boston rallied from _STAT_ points down in the fourth quarter to beat the Timberwolves 99 93 on Monday night.
"('Towns,Karl-Anthony', 'pts', '27')",Karl Anthony PLAYER_LAST had STAT points and _STAT_ rebounds for the Timberwolves.
"('Towns,Karl-Anthony', 'trb', '18')",Karl Anthony PLAYER_LAST had STAT rebounds for the Timberwolves.
"('Thomas,Isaiah', 'pts', '29')",PLAYER_FIRST PLAYER_LAST scored STAT points and Boston rallied from _STAT_ points down in the fourth quarter to beat the Timberwolves 99 93 on Monday night.
"('BOS', 'ast', '20')","Al Horford added 20 six rebounds and five assists for the Celtics, who trailed 81 68 after three."
"('BOS', 'orb', '6')","Al Horford added 20 six rebounds and five assists for the Celtics, who trailed 81 68 after three."
"('Rozier,Terry', 'pts', '12')",PLAYER_FIRST PLAYER_LAST added a career high STAT points off the bench and keyed the Celtics' surge in the first 6 minutes of the fourth.
"('MIN', 'pts', '93')",Isaiah Thomas scored _STAT_ points and Boston rallied from _STAT_ points down in the fourth quarter to beat the Timberwolves 99 93 on Monday night.
"('Horford,Al', 'pts', '20')","PLAYER_FIRST PLAYER_LAST added STAT points, six rebounds and five assists for the Celtics, who trailed 81 68 after three."
"('Horford,Al', 'trb', '6')","PLAYER_FIRST PLAYER_LAST added 20 STAT rebounds and five assists for the Celtics, who trailed 81 68 after three."
"('Horford,Al', 'ast', '5')","PLAYER_FIRST PLAYER_LAST added 20 six rebounds and STAT assists for the Celtics, who trailed 81 68 after three."
"('BOS', 'fg3', '12')",Boston outscored Minnesota 31 12 in the fourth as the Timberwolves shot 5 for 25.
"('Wiggins,Andrew', 'fg3', '0')","He made life difficult on Wiggins, who was STAT for 5 from 3 point range."
"('Wiggins,Andrew', 'fg', '5')","He made life difficult on Wiggins, who was 0 for STAT from 3 point range."
"('Wiggins,Andrew', 'fg3', '0')","He made life difficult on Wiggins, who was STAT for 5 from 3 point range."
"('MIN', 'fg3', '4')","Timberwolves: Minnesota entered the game leading the NBA in 3 point shooting, but was 4 for 24."
"('Horford,Al', 'fg3', '2')","The All Star guard got up and shoved Dieng, and the STAT exchanged words while being separated by teammates."
"('Curry,Seth', 'pts', '23')",PLAYER_LAST also had STAT points Nov.
"('Curry,Seth', 'pts', '23')","PLAYER_LAST matched a career high with STAT points, shooting 5 for 10 on 3s."
"('Curry,Seth', 'fg3', '5')",PLAYER_LAST matched a career high with 23 shooting STAT for 10 on 3s.
"('Matthews,Wesley', 'pts', '20')",Barnes and PLAYER_FIRST PLAYER_LAST each had STAT points in the Mavericks' sixth consecutive loss.
"('Gasol,Pau', 'pts', '16')",PLAYER_FIRST PLAYER_LAST added STAT points and eight rebounds for the Spurs.
"('Gasol,Pau', 'trb', '8')",PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Spurs.
"('DAL', 'fg3', '8')","Dallas had eight turnovers in the fourth quarter, which resulted in _STAT_ for San Antonio."
"('SAS', 'fg3', '8')",Pau Gasol added eight rebounds for the Spurs.
"('SAS', 'orb', '8')",Pau Gasol added eight rebounds for the Spurs.
"('DAL', 'fg3', '8')",Dallas shot 8 for 27 on 3s.
"('Barnes,Harrison', 'pts', '20')",PLAYER_LAST and Wesley Matthews each had STAT points in the Mavericks' sixth consecutive loss.
"('SAS', 'fg3', '8')","Dallas had eight turnovers in the fourth quarter, which resulted in _STAT_ for San Antonio."
"('Lowry,Kyle', 'pts', '27')"," PLAYER_LAST led Toronto with STAT points and DeMar DeRozan, averaging 31.4 per game, added 25."
"('Redick,J.J.', 'fg3', '3')",Redick's STAT free throws with less than a second remaining gave the Clippers a 54 45 lead at halftime.
"('Valanciunas,Jonas', 'pts', '15')",PLAYER_FIRST PLAYER_LAST scored STAT for the Raptors.
"('Siakam,Pascal', 'pts', '2')",CAMEROON CONNECTION Mbah a Moute and Raptors F PLAYER_FIRST PLAYER_LAST are STAT of the three active NBA players from Cameroon.
"('Jordan,DeAndre', 'ft', '9')","PLAYER_LAST shot STAT of 14 on free throws and has made 1,007 in his career."
"('Redick,J.J.', 'pts', '20')",PLAYER_LAST scored STAT points as Los Angeles snapped a four game losing streak to Toronto.
"('Redick,J.J.', 'fg', '4')",PLAYER_LAST scored _STAT_ as Los Angeles snapped a STAT game losing streak to Toronto.
"('Redick,J.J.', 'fg', '4')",PLAYER_LAST made STAT free throws down the stretch to seal it.
"('Crawford,Jamal', 'pts', '12')",PLAYER_FIRST PLAYER_LAST had STAT and Luc Mbah a Moute chipped in with 10.
"('Jennings,Brandon', 'ast', '11')",PLAYER_FIRST PLAYER_LAST had STAT assists off the bench as the Knicks won their fifth straight at home.
"('Lillard,Damian', 'pts', '22')",PLAYER_FIRST PLAYER_LAST scored STAT points for the Trail Blazers but fell to 4 1 at Madison Square Garden.
"('NYK', 'pts', '107')", seconds left as the New York Knicks beat the Portland Trail Blazers 107 103 on Tuesday night.
"('Porzingis,Kristaps', 'pts', '31')", PLAYER_LAST had STAT points and nine rebounds and Rose scored six of his _STAT_ points down the stretch.
"('Porzingis,Kristaps', 'trb', '9')", PLAYER_LAST had STAT rebounds and Rose scored six of his _STAT_ down the stretch.
"('NYK', 'fg3', '9')",New York won for just the second time in the last nine meetings.
"('Lillard,Damian', 'fg3', '2')","Lillard's free throws cut it to STAT with 1:22 left, but the Blazers turned it over, then couldn't grab the rebound after a Knicks miss."
"('Rose,Derrick', 'pts', '18')", Porzingis had _STAT_ points and nine rebounds and PLAYER_LAST scored six of his STAT points down the stretch.
"('POR', 'pts', '103')", seconds left as the New York Knicks beat the Portland Trail Blazers 107 103 on Tuesday night.
"('Frazier,Tim', 'fg3', '3')",They were up by 35 midway through the third on Frazier's STAT pointer and began the fourth with a 24 point lead.
"('Davis,Anthony', 'pts', '13')","Davis, a three time All Star and the NBA's leading scorer, finished with STAT points."
"('Schroder,Dennis', 'pts', '14')","PLAYER_FIRST PLAYER_LAST and Kyle Korver each scored STAT for the Hawks, who have lost three in a row."
"('Jones,Terrence', 'fg3', '0')",Jones' hook shot made it 51 21 at the 8:09 mark and the Pelicans had a 22 point lead at halftime.
"('Holiday,Jrue', 'pts', '15')","PLAYER_LAST had STAT points, four rebounds and four assists in 27 minutes."
"('Holiday,Jrue', 'trb', '4')",PLAYER_LAST had 15 STAT rebounds and STAT assists in 27 minutes.
"('Holiday,Jrue', 'ast', '4')",PLAYER_LAST had 15 STAT rebounds and STAT assists in 27 minutes.
"('Holiday,Jrue', 'trb', '4')",PLAYER_LAST had 15 STAT rebounds and STAT assists in 27 minutes.
"('Holiday,Jrue', 'ast', '4')",PLAYER_LAST had 15 STAT rebounds and STAT assists in 27 minutes.
"('Korver,Kyle', 'pts', '14')","Dennis Schroder and PLAYER_FIRST PLAYER_LAST each scored STAT for the Hawks, who have lost three in a row."
"('CHI', 'pts', '107')", seconds left and the Nuggets beat the Bulls 110 107 on Tuesday night.
"('Wade,Dwyane', 'pts', '22')",PLAYER_FIRST PLAYER_LAST had STAT points after sitting out Sunday's game against the Lakers.
"('Butler,Jimmy', 'pts', '35')","The Nuggets survived a STAT point, eight rebound night from PLAYER_FIRST PLAYER_LAST to keep Chicago winless in Denver since Feb."
"('Chandler,Wilson', 'pts', '16')",Murray had 15 of his 17 first half points in the period and PLAYER_FIRST PLAYER_LAST scored 12 of his STAT in the second quarter.
"('DEN', 'pts', '110')", seconds left and the Nuggets beat the Bulls 110 107 on Tuesday night.
"('CHI', 'fg3', '6')",UP NEXT Bulls: Finish up their six game road trip Friday in Philadelphia.
"('Mozgov,Timofey', 'pts', '16')","TEAMWORK PLAYER_FIRST PLAYER_LAST scored STAT points for the Lakers, who ended a two game skid with their seventh win in 11 games overall."
"('Adams,Steven', 'pts', '20')"," PLAYER_LAST had STAT points, including two baskets in the final minute, for the Thunder, who have lost six of eight."
"('OKC', 'pts', '109')"," seconds to play to put Oklahoma City up 109 108, setting the stage for Williams to get upstaged."
"('Westbrook,Russell', 'fg', '13')"," BIG RUSS While taking over the NBA's scoring lead with his sixth consecutive 30 point game, PLAYER_LAST also had STAT assists and eight rebounds."
"('Westbrook,Russell', 'ast', '13')"," BIG RUSS While taking over the NBA's scoring lead with his sixth consecutive 30 point game, PLAYER_LAST also had STAT assists and eight rebounds."
"('Westbrook,Russell', 'trb', '8')"," BIG RUSS While taking over the NBA's scoring lead with his sixth consecutive 30 point game, PLAYER_LAST also had _STAT_ assists and STAT rebounds."
"('Williams,Lou', 'pts', '13')","""If he missed the shot, the narrative would have been different,"" said a smiling Williams, who had STAT points."
"('Williams,Lou', 'fg', '4')",PLAYER_LAST converted a STAT point play in the first quarter.
"('Randle,Julius', 'pts', '3')",PLAYER_FIRST PLAYER_LAST had STAT points in 21 minutes while playing with a hip bruise that nearly kept him out of the lineup.
"('PHI', 'fg3', '12')"," Ersan Ilyasova had _STAT_ rebounds for Philadelphia, which was looking for its first three game winning streak in nearly three years."
"('Conley,Mike', 'fg3', '3')",Bayless tied it with a STAT from the top of the key with 43 seconds left before Conley's turnover gave Philadelphia the ball back.
"('Embiid,Joel', 'pts', '12')",PLAYER_LAST had STAT points and _STAT_ rebounds but didn't play in the second overtime.
"('Embiid,Joel', 'trb', '11')",PLAYER_LAST had STAT rebounds but didn't play in the second overtime.
"('Ilyasova,Ersan', 'pts', '22')"," PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Philadelphia, which was looking for its first three game winning streak in nearly three years."
"('Ilyasova,Ersan', 'trb', '12')"," PLAYER_FIRST PLAYER_LAST had STAT rebounds for Philadelphia, which was looking for its first three game winning streak in nearly three years."
"('Conley,Mike', 'fg3', '3')",Conley's two free throws pushed Memphis' lead back to STAT and Philadelphia never got closer.
"('PHI', 'pts', '99')",Philadelphia cut it to 99 98 after Jerryd Bayless' layup with 23 seconds remaining.
"('Kaminsky,Frank', 'pts', '13')",PLAYER_FIRST PLAYER_LAST had STAT points and eight rebounds off the bench.
"('Kaminsky,Frank', 'trb', '8')",PLAYER_FIRST PLAYER_LAST had STAT rebounds off the bench.
"('Walker,Kemba', 'pts', '26')","WALKER JUST `NOT EVEN FAIR' PLAYER_FIRST PLAYER_LAST led the Hornets with STAT points, nine rebounds and seven assists."
"('Walker,Kemba', 'fg', '9')",WALKER JUST `NOT EVEN FAIR' PLAYER_FIRST PLAYER_LAST led the Hornets with 26 STAT rebounds and seven assists.
"('Walker,Kemba', 'trb', '9')",WALKER JUST `NOT EVEN FAIR' PLAYER_FIRST PLAYER_LAST led the Hornets with 26 STAT rebounds and seven assists.
"('Walker,Kemba', 'ast', '7')",WALKER JUST `NOT EVEN FAIR' PLAYER_FIRST PLAYER_LAST led the Hornets with 26 nine rebounds and STAT assists.
"('Watson,C.J.', 'fg3', '0')","Our defensive presence was on point tonight,"" said Watson, whose team snapped a two game losing streak and finished the six game trip 2 4."
"('Watson,C.J.', 'pts', '2')","Our defensive presence was on point tonight,"" said Watson, whose team snapped a STAT game losing streak and finished the six game trip STAT 4."
"('Watson,C.J.', 'pts', '2')","Our defensive presence was on point tonight,"" said Watson, whose team snapped a STAT game losing streak and finished the six game trip STAT 4."
"('Vucevic,Nikola', 'pts', '21')","Evan Fournier led the Magic (6 9) with _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points, but none of the other starters hit double figures."
"('Tucker,P.J.', 'pts', '10')",PLAYER_LAST came off the bench to put STAT points.
"('Fournier,Evan', 'pts', '25')","PLAYER_FIRST PLAYER_LAST led the Magic (6 9) with STAT points and Nikola Vucevic added 21 points, but none of the other starters hit double figures."
"('Len,Alex', 'pts', '17')", PLAYER_LAST had STAT points and _STAT_ rebounds to go along with two blocked shots in the paint.
"('Len,Alex', 'trb', '12')", PLAYER_LAST had STAT rebounds to go along with two blocked shots in the paint.
"('Augustin,D.J.', 'pts', '12')","Augustin, who had STAT points Wednesday."
"('Bledsoe,Eric', 'pts', '16')",PLAYER_LAST had STAT points as all five starters finished in double figures    and P.J.
"('Bledsoe,Eric', 'fg', '5')",PLAYER_LAST had _STAT_ as all STAT starters finished in double figures    and P.J.
"('Lillard,Damian', 'pts', '40')"," PLAYER_FIRST PLAYER_LAST scored STAT points for Portland, including 25 in the second half."
"('CLE', 'pts', '137')","Love scored 40 points, including an NBA record 34 in the first quarter, and the Cleveland Cavaliers beat the Portland Trail Blazers 137 125."
"('Love,Kevin', 'pts', '40')"," PLAYER_LAST recorded his first STAT point game since April 14, 2014, with Minnesota."
"('James,LeBron', 'pts', '31')"," PLAYER_FIRST PLAYER_LAST recorded his 44th career triple double with STAT points, _STAT_ rebounds and 13 assists, but thought Love owned the night."
"('James,LeBron', 'trb', '10')"," PLAYER_FIRST PLAYER_LAST recorded his 44th career triple double with 31 STAT rebounds and 13 assists, but thought Love owned the night."
"('James,LeBron', 'ast', '13')"," PLAYER_FIRST PLAYER_LAST recorded his 44th career triple double with 31 _STAT_ rebounds and STAT assists, but thought Love owned the night."
"('Love,Kevin', 'pts', '40')","PLAYER_LAST scored STAT points, including an NBA record 34 in the first quarter, and the Cleveland Cavaliers beat the Portland Trail Blazers 137 125."
"('Howard,Dwight', 'pts', '23')", PLAYER_LAST had STAT points and _STAT_ rebounds to help the Hawks beat the Pacers 96 85.
"('Young,Thaddeus', 'pts', '24')",PLAYER_FIRST PLAYER_LAST led the Pacers with STAT points and had seven rebounds.
"('Young,Thaddeus', 'trb', '7')",PLAYER_FIRST PLAYER_LAST led the Pacers with had STAT rebounds.
"('ATL', 'pts', '96')", Howard had _STAT_ points and _STAT_ rebounds to help the Hawks beat the Pacers 96 85.
"('Ellis,Monta', 'pts', '19')","PLAYER_FIRST PLAYER_LAST added STAT points, and Paul George had 18."
"('George,Paul', 'pts', '18')",PLAYER_FIRST Millsap added STAT points and _STAT_ rebounds for the Hawks.
"('IND', 'fg3', '7')",Indiana had just seven offensive rebounds.
"('IND', 'orb', '7')",Indiana had just seven offensive rebounds.
"('IND', 'fg3', '7')",Thaddeus Young led the Pacers with had seven rebounds.
"('IND', 'orb', '7')",Thaddeus Young led the Pacers with had seven rebounds.
"('Young,Thaddeus', 'pts', '24')",Young's STAT point effort was just the second time this season he has scored _STAT_ points or more.
"('Millsap,Paul', 'pts', '18')",PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds for the Hawks.
"('Millsap,Paul', 'trb', '11')",PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Hawks.
"('IND', 'fg', '34')","The Hawks outrebounded Indiana 56 to 37, and outscored the Pacers 48 to 34 in the paint, and 19 to 11 in second chance points."
"('Booker,Trevor', 'pts', '18')","PLAYER_FIRST PLAYER_LAST had STAT points and 12 rebounds, and Bojan Bogdanovic added 14 points."
"('Booker,Trevor', 'trb', '12')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, and Bojan Bogdanovic added 14 points."
"('BRK', 'pts', '92')","Isaiah Thomas scored 23 points, Avery Bradley had 22 and the Celtics beat the Nets 111 92 on Wednesday night."
"('Thomas,Isaiah', 'pts', '23')","PLAYER_FIRST PLAYER_LAST scored STAT points, Avery Bradley had 22 and the Celtics beat the Nets 111 92 on Wednesday night."
"('Horford,Al', 'pts', '17')",PLAYER_FIRST PLAYER_LAST added STAT points for the Celtics in their third straight victory.
"('BOS', 'pts', '111')","Isaiah Thomas scored 23 points, Avery Bradley had 22 and the Celtics beat the Nets 111 92 on Wednesday night."
"('Lopez,Brook', 'pts', '13')"," Kilpatrick scored STAT points in the fourth, but it wasn't enough for Brooklyn."
"('Kilpatrick,Sean', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST scored STAT points for the Nets, who have lost five in a row."
"('Lopez,Brook', 'fg3', '1')",W YORK     Boston's backcourt was too good for a Brooklyn STAT still missing Jeremy Lin.
"('Bradley,Avery', 'pts', '22')","Isaiah Thomas scored 23 points, PLAYER_FIRST PLAYER_LAST had STAT and the Celtics beat the Nets 111 92 on Wednesday night."
"('Bogdanovic,Bojan', 'pts', '14')","Trevor Booker had _STAT_ points and 12 rebounds, and PLAYER_FIRST PLAYER_LAST added STAT points."
"('DET', 'fg3', '6')","The Pistons, who got _STAT_ from Kentavious Caldwell Pope, are 6 2 at home and 1 7 on the road."
"('Drummond,Andre', 'stl', '4')",PLAYER_LAST also blocked STAT shots and had STAT steals.
"('Drummond,Andre', 'stl', '4')",PLAYER_LAST also blocked STAT shots and had STAT steals.
"('Johnson,Stanley', 'pts', '8')"," Tyler PLAYER_LAST had _STAT_ points for Miami, which has lost STAT of 10."
"('Caldwell-Pope,Kentavious', 'pts', '22')","The Pistons, who got STAT points from PLAYER_FIRST Caldwell Pope, are 6 2 at home and 1 7 on the road."
"('Caldwell-Pope,Kentavious', 'fg3', '2')","The Pistons, who got _STAT_ from PLAYER_FIRST Caldwell Pope, are 6 STAT at home and 1 7 on the road."
"('Caldwell-Pope,Kentavious', 'fg', '7')","The Pistons, who got _STAT_ from PLAYER_FIRST Caldwell Pope, are 6 2 at home and 1 STAT on the road."
"('Drummond,Andre', 'fg', '9')","PLAYER_LAST dominated his post matchup with Whiteside, putting up STAT rebounds to his opponent's two six boards."
"('Whiteside,Hassan', 'pts', '6')","Drummond dominated his post matchup with Whiteside, putting up _STAT_ points and nine rebounds to his opponent's two points and STAT boards."
"('Johnson,Tyler', 'pts', '17')"," PLAYER_FIRST PLAYER_LAST had STAT points for Miami, which has lost eight of 10."
"('Lowry,Kyle', 'fg', '6')",PLAYER_FIRST PLAYER_LAST started that spurt with a 3 pointer and had STAT in that span.
"('HOU', 'ast', '29')","James Harden had _STAT_ assists for Houston, but also had 12 turnovers."
"('Lowry,Kyle', 'pts', '17')",PLAYER_LAST had STAT points and nine assists.
"('Lowry,Kyle', 'ast', '9')",PLAYER_LAST had STAT assists.
"('Harden,James', 'pts', '29')","PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ assists for Houston, but also had 12 turnovers."
"('Harden,James', 'ast', '15')","PLAYER_FIRST PLAYER_LAST had STAT assists for Houston, but also had 12 turnovers."
"('Harden,James', 'tov', '12')","PLAYER_FIRST PLAYER_LAST had _STAT_ assists for Houston, but also had STAT turnovers."
"('Carroll,DeMarre', 'pts', '20')",PLAYER_LAST finished with STAT points and three blocks.
"('Carroll,DeMarre', 'blk', '3')",PLAYER_LAST finished with STAT blocks.
"('Valanciunas,Jonas', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT points and 16 rebounds.
"('Valanciunas,Jonas', 'trb', '16')",PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Ariza,Trevor', 'fg3', '3')",That run was powered by a pair of STAT pointers by PLAYER_FIRST PLAYER_LAST and a third by Patrick Beverley.
"('HOU', 'fg3', '14')","Rockets: Houston finished with 14 3 pointers, to give the team at least 10 in 14 straight games."
"('HOU', 'fg3', '14')","Rockets: Houston finished with 14 3 pointers, to give the team at least 10 in 14 straight games."
"('Bogut,Andrew', 'trb', '12')",PLAYER_LAST had STAT rebounds and six assists after missing a game with a sore right calf.
"('Bogut,Andrew', 'ast', '6')",PLAYER_LAST had _STAT_ rebounds and STAT assists after missing a game with a sore right calf.
"('Speights,Marreese', 'pts', '16')",PLAYER_FIRST PLAYER_LAST scored STAT and Jamal Crawford added 15 as the Clippers had a 65 43 advantage in bench scoring.
"('Bogut,Andrew', 'fg3', '0')",C PLAYER_FIRST PLAYER_LAST was called for a flagrant foul on a hip check of Paul as the Clippers point guard drove to the basket.
"('Crawford,Jamal', 'pts', '15')",Marreese Speights scored 16 and PLAYER_FIRST PLAYER_LAST added STAT as the Clippers had a 65 43 advantage in bench scoring.
"('Barnes,Harrison', 'pts', '22')",PLAYER_FIRST PLAYER_LAST had STAT to lead the Mavericks (2 12).
"('Rivers,Austin', 'pts', '22')",PLAYER_FIRST PLAYER_LAST added STAT points    half of them in a meaningless fourth quarter    for the Clippers.
"('Paul,Chris', 'ast', '4')","""I honestly didn't know we had 14 wins,"" said Paul, who added STAT assists and STAT steals."
"('Paul,Chris', 'stl', '4')","""I honestly didn't know we had 14 wins,"" said Paul, who added STAT assists and STAT steals."
"('Paul,Chris', 'ast', '4')","""I honestly didn't know we had 14 wins,"" said Paul, who added STAT assists and STAT steals."
"('Paul,Chris', 'stl', '4')","""I honestly didn't know we had 14 wins,"" said Paul, who added STAT assists and STAT steals."
"('Speights,Marreese', 'trb', '12')",PLAYER_LAST had his first double double with a season high STAT rebounds.
"('Redick,J.J.', 'pts', '10')",JJ PLAYER_LAST had STAT points.
"('Griffin,Blake', 'pts', '12')"," PLAYER_FIRST PLAYER_LAST had STAT points, seven assists and six rebounds, all in the first three quarters along with the rest of the starters."
"('Griffin,Blake', 'ast', '7')"," PLAYER_FIRST PLAYER_LAST had 12 STAT assists and six rebounds, all in the first three quarters along with the rest of the starters."
"('Griffin,Blake', 'trb', '6')"," PLAYER_FIRST PLAYER_LAST had 12 seven assists and STAT rebounds, all in the first three quarters along with the rest of the starters."
"('LAC', 'fg3', '15')",Marreese Speights scored 16 and Jamal Crawford added 15 as the Clippers had a 65 43 advantage in bench scoring.
"('LAC', 'fg', '43')",Marreese Speights scored 16 and Jamal Crawford added 15 as the Clippers had a 65 43 advantage in bench scoring.
"('Murray,Jamal', 'pts', '23')",Rookie PLAYER_FIRST PLAYER_LAST led the Nuggets with STAT points off the bench.
"('UTA', 'fg3', '8')",The Jazz started 6 of 8 on 3 pointers but then missed their next 10.
"('Diaw,Boris', 'pts', '11')","PLAYER_FIRST PLAYER_LAST had his best game as a Jazz player with STAT points, three rebounds and three assists."
"('Diaw,Boris', 'trb', '3')",PLAYER_FIRST PLAYER_LAST had his best game as a Jazz player with 11 STAT rebounds and STAT assists.
"('Diaw,Boris', 'ast', '3')",PLAYER_FIRST PLAYER_LAST had his best game as a Jazz player with 11 STAT rebounds and STAT assists.
"('Diaw,Boris', 'trb', '3')",PLAYER_FIRST PLAYER_LAST had his best game as a Jazz player with 11 STAT rebounds and STAT assists.
"('Diaw,Boris', 'ast', '3')",PLAYER_FIRST PLAYER_LAST had his best game as a Jazz player with 11 STAT rebounds and STAT assists.
"('Faried,Kenneth', 'pts', '8')",PLAYER_FIRST PLAYER_LAST finished with STAT points and 10 rebounds.
"('Faried,Kenneth', 'trb', '10')",PLAYER_FIRST PLAYER_LAST finished with eight STAT rebounds.
"('NOP', 'fg', '45')","The Pelicans also outrebounded the Wolves, 45 41."
"('LaVine,Zach', 'pts', '26')","PLAYER_FIRST PLAYER_LAST scored STAT for Minnesota, but the Timberwolves lost their third straight."
"('Wiggins,Andrew', 'fg', '2')",PLAYER_LAST was STAT for 19 and the Wolves hit only 38 percent (33 of 86) of their shots.
"('MIN', 'fg3', '3')",Minnesota shot 3 of 17 from 3 point range.
"('MIN', 'fg3', '3')",Minnesota shot 3 of 17 from 3 point range.
"('MIN', 'fg3', '3')","After scoring at least 15 in each of his first three games, he had seven eight assists against Minnesota."
"('NOP', 'fg3', '9')"," MOMENTUM SWINGS Davis had _STAT_ in the first seven minutes, including a _STAT_ foot jumper that gave New Orleans a 21 9 lead."
"('Holiday,Jrue', 'fg3', '0')",Pelicans: The Pelicans are 4 STAT since PLAYER_FIRST Holiday's return.
"('MIN', 'fg3', '3')", TIP INS Timberwolves: The Timberwolves opened a three game road trip by dropping to 1 6 on the road this season.
"('Towns,Karl-Anthony', 'trb', '11')"," Andrew Wiggins and Gorgui Dieng each had 13 and Karl Anthony PLAYER_LAST grabbed STAT rebounds for Minnesota, which did not shoot well."
"('Wiggins,Andrew', 'pts', '13')"," PLAYER_FIRST PLAYER_LAST and Gorgui Dieng each had STAT points, and Karl Anthony Towns grabbed _STAT_ rebounds for Minnesota, which did not shoot well."
"('Dieng,Gorgui', 'pts', '13')"," Andrew Wiggins and PLAYER_FIRST PLAYER_LAST each had STAT points, and Karl Anthony Towns grabbed _STAT_ rebounds for Minnesota, which did not shoot well."
"('Rubio,Ricky', 'ast', '5')","""We have to change something,"" said Minnesota guard PLAYER_FIRST Rubio, who did not score and had STAT assists."
"('GSW', 'tov', '10')","Golden State took care of the ball, too, committing just 10 turnovers."
"('Curry,Stephen', 'fg', '11')",PLAYER_LAST shot STAT of 18 and 7 for 12 from beyond the arc.
"('Curry,Stephen', 'fg3', '7')",PLAYER_LAST shot 11 of 18 and STAT for 12 from beyond the arc.
"('Cousins,DeMarcus', 'fg3', '3')","PLAYER_LAST made STAT STAT pointers, hit 14 of 28 shots and proved a handful for the Thunder to contain."
"('Cousins,DeMarcus', 'fg3', '3')","PLAYER_LAST made STAT STAT pointers, hit 14 of 28 shots and proved a handful for the Thunder to contain."
"('Cousins,DeMarcus', 'fg', '14')","PLAYER_LAST made three 3 pointers, hit STAT of 28 shots and proved a handful for the Thunder to contain."
"('OKC', 'tov', '9')","Oklahoma City committed only nine turnovers, but shot 42 percent."
"('Gay,Rudy', 'fg3', '3')",Both PLAYER_LAST and Collison connected on STAT STAT pointers after intermission.
"('Gay,Rudy', 'fg3', '3')",Both PLAYER_LAST and Collison connected on STAT STAT pointers after intermission.
"('Lawson,Ty', 'pts', '8')",Ben McLemore scored all nine of his points during a productive first half stretch and PLAYER_FIRST PLAYER_LAST added STAT and four assists.
"('Lawson,Ty', 'ast', '4')",Ben McLemore scored all nine of his during a productive first half stretch and PLAYER_FIRST PLAYER_LAST added eight and STAT assists.
"('Collison,Darren', 'fg3', '3')",Both Gay and PLAYER_LAST connected on STAT STAT pointers after intermission.
"('Collison,Darren', 'fg3', '3')",Both Gay and PLAYER_LAST connected on STAT STAT pointers after intermission.
"('Gay,Rudy', 'fg3', '3')","Gay, the Kings' second leading scorer, didn't have a basket until making a STAT pointer early in the third quarter."
"('OKC', 'pts', '101')","DeMarcus Cousins had _STAT_ points and 13 rebounds, leading the Kings to a 116 101 victory over the slumping Thunder on Wednesday night."
"('Cousins,DeMarcus', 'pts', '36')","PLAYER_FIRST PLAYER_LAST had STAT points and 13 rebounds, leading the Kings to a 116 101 victory over the slumping Thunder on Wednesday night."
"('Cousins,DeMarcus', 'trb', '13')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, leading the Kings to a 116 101 victory over the slumping Thunder on Wednesday night."
"('Oladipo,Victor', 'fg3', '3')",PLAYER_FIRST PLAYER_LAST made STAT STAT pointers and scored 18 points.
"('Oladipo,Victor', 'fg3', '3')",PLAYER_FIRST PLAYER_LAST made STAT STAT pointers and scored 18 points.
