event,sentence
"('Knight,Brandon', 'fg', '9')", PLAYER_LAST shot STAT of 17 from the field.
"('Singler,Kyle', 'trb', '10')","Greg Monroe had STAT rebounds for Detroit, and PLAYER_LAST had _STAT_ on 6 of 7 shooting and STAT rebounds."
"('Singler,Kyle', 'pts', '16')","Greg Monroe had _STAT_ points and _STAT_ rebounds for Detroit, and PLAYER_LAST had STAT points on 6 of 7 shooting and _STAT_ rebounds."
"('Singler,Kyle', 'fg', '6')","Greg Monroe had _STAT_ rebounds for Detroit, and PLAYER_LAST had _STAT_ on STAT of 7 shooting and _STAT_ rebounds."
"('Singler,Kyle', 'trb', '10')","Greg Monroe had STAT rebounds for Detroit, and PLAYER_LAST had _STAT_ on 6 of 7 shooting and STAT rebounds."
"('DET', 'pts', '108')",Knight scored _STAT_ points to lead the Detroit Pistons to a 108 101 victory over the Portland Trail Blazers on Monday night.
"('Udoh,Ekpe', 'fg', '5')"," Milwaukee played the entire fourth quarter with the same STAT reserves: Ilyasova, PLAYER_FIRST Udoh, Beno Udrih, Mike Dunleavy and Doron Lamb."
"('MIL', 'pts', '93')", Hamilton was coming off a then season high _STAT_ points in Chicago's 93 86 win at Milwaukee on Saturday.
"('Udoh,Ekpe', 'trb', '6')",PLAYER_LAST added STAT rebounds and five of Milwaukee's 12 blocked shots.
"('Udoh,Ekpe', 'fg', '5')",PLAYER_LAST added six rebounds and STAT of Milwaukee's 12 blocked shots.
"('Udrih,Beno', 'fg', '5')"," Milwaukee played the entire fourth quarter with the same STAT reserves: Ilyasova, Ekpe Udoh, PLAYER_FIRST Udrih, Mike Dunleavy and Doron Lamb."
"('Henson,John', 'pts', '11')","PLAYER_FIRST Henson, Udrih and Udoh all scored STAT points, while Monta Ellis added 10."
"('MIL', 'fg3', '3')",Milwaukee hit just 20 percent from 3 point range (3 of 15).
"('MIL', 'fg3', '3')",The Bucks entered the game shooting 16 percent from beyond the arc over their last three games (10 of 62).
"('Udrih,Beno', 'pts', '11')","John Henson, PLAYER_LAST and Udoh all scored STAT points, while Monta Ellis added 10."
"('Deng,Luol', 'pts', '10')",PLAYER_LAST added STAT points and eight boards.
"('Deng,Luol', 'trb', '8')",PLAYER_LAST added STAT boards.
"('Udoh,Ekpe', 'pts', '11')","John Henson, Udrih and PLAYER_LAST all scored STAT points, while Monta Ellis added 10."
"('Dunleavy,Mike', 'fg3', '1')",Chicago had STAT final chance after PLAYER_LAST turned the ball over on an inbound pass under the Milwaukee basket with 7.5 seconds left.
"('Hamilton,Richard', 'pts', '30')", PLAYER_FIRST PLAYER_LAST scored a season high STAT points for the Bulls but missed a shot at the buzzer that would have won it.
"('Boozer,Carlos', 'pts', '19')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Chicago.
"('Boozer,Carlos', 'trb', '11')",PLAYER_FIRST PLAYER_LAST had STAT rebounds for Chicago.
"('Hinrich,Kirk', 'pts', '17')",PLAYER_FIRST PLAYER_LAST added a season best STAT points and six assists.
"('Hinrich,Kirk', 'ast', '6')",PLAYER_FIRST PLAYER_LAST added a season best STAT assists.
"('CLE', 'fg3', '4')","The Cavaliers still held a six point lead with 8:28 left, but Memphis closed the game on a 16 4 run."
"('Pargo,Jeremy', 'pts', '9')",PLAYER_LAST finished with STAT points.
"('MEM', 'fg', '33')"," Cleveland had a 41 33 advantage on the boards, while Memphis outscored the Cavs 44 38 in the paint."
"('MEM', 'trb', '33')"," Cleveland had a 41 33 advantage on the boards, while Memphis outscored the Cavs 44 38 in the paint."
"('Bayless,Jerryd', 'pts', '9')","PLAYER_FIRST PLAYER_LAST started in Conley's place, scoring STAT points with six assists, while committing three turnovers."
"('Bayless,Jerryd', 'ast', '6')","PLAYER_FIRST PLAYER_LAST started in Conley's place, scoring nine with STAT assists, while committing three turnovers."
"('Bayless,Jerryd', 'fg', '3')","PLAYER_FIRST PLAYER_LAST started in Conley's place, scoring nine with six assists, while committing STAT turnovers."
"('Bayless,Jerryd', 'tov', '3')","PLAYER_FIRST PLAYER_LAST started in Conley's place, scoring nine with six assists, while committing STAT turnovers."
"('MEM', 'fg3', '4')","The Cavaliers still held a six point lead with 8:28 left, but Memphis closed the game on a 16 4 run."
"('Randolph,Zach', 'pts', '19')","""We knew coming into this game that it was going to be a tough game,"" said Memphis forward PLAYER_FIRST Randolph, who finished with STAT points."
"('CLE', 'pts', '78')",Cleveland wouldn't surrender the lead until Tony Allen hit a pair of free throws with 2:49 left to give Memphis a 78 76 lead.
"('CLE', 'trb', '41')"," Cleveland had a 41 33 advantage on the boards, while Memphis outscored the Cavs 44 38 in the paint."
"('Randolph,Zach', 'fg', '8')","PLAYER_LAST ended the night with STAT rebounds, marking the first time this season he hasn't recorded a double double."
"('Randolph,Zach', 'trb', '8')","PLAYER_LAST ended the night with STAT rebounds, marking the first time this season he hasn't recorded a double double."
"('Randolph,Zach', 'pts', '19')", Marc Gasol matched PLAYER_LAST with STAT points for the Grizzlies.
"('Gasol,Marc', 'pts', '19')", PLAYER_FIRST PLAYER_LAST matched Randolph with STAT points for the Grizzlies.
"('Gibson,Daniel', 'pts', '11')","PLAYER_FIRST PLAYER_LAST added STAT points for the Cavs, who lost their third straight and ninth in their last 10 games."
"('MEM', 'ast', '16')","The lack of consistency resulted in only _STAT_ assists and a season low in for Memphis, which entered the game averaging 100.7 points."
"('Durant,Kevin', 'pts', '18')", PLAYER_LAST scored STAT points and Westbrook had _STAT_ points and 11 assists.
"('Westbrook,Russell', 'pts', '12')", Durant scored _STAT_ points and PLAYER_LAST had STAT points and 11 assists.
"('Westbrook,Russell', 'ast', '11')", Durant PLAYER_LAST had STAT assists.
"('CHA', 'tov', '11')",The Thunder shot 60 percent from the field in the first half while limiting Charlotte to 22 percent and forcing 11 turnovers.
"('Favors,Derrick', 'fg', '6')","The STAT 10 PLAYER_LAST was huge down the stretch, finishing with 19 seven rebounds and two blocks."
"('Favors,Derrick', 'pts', '19')","The 6 10 PLAYER_LAST was huge down the stretch, finishing with STAT points, seven rebounds and two blocks."
"('Favors,Derrick', 'trb', '7')","The 6 10 PLAYER_LAST was huge down the stretch, finishing with 19 STAT rebounds and two blocks."
"('Favors,Derrick', 'blk', '2')","The 6 10 PLAYER_LAST was huge down the stretch, finishing with 19 seven rebounds and STAT blocks."
"('Faried,Kenneth', 'pts', '21')"," PLAYER_FIRST PLAYER_LAST led Denver with STAT points, and Lawson added _STAT_ points but shot just 7 of 17."
"('Favors,Derrick', 'fg3', '0')","PLAYER_LAST grabbed another rebound after Miller missed a 3 point attempt with 5.9 seconds left, and sank one of two from the line."
"('Foye,Randy', 'fg', '3')",Back to back STAT pointers by PLAYER_LAST and Marvin Williams capped Utah's big run to tie it at 77.
"('Miller,Andre', 'fg3', '0')","Favors grabbed another rebound after PLAYER_LAST missed a 3 point attempt with 5.9 seconds left, and sank one of two from the line."
"('Miller,Andre', 'fg', '2')","Favors grabbed another rebound after PLAYER_LAST missed a 3 point attempt with 5.9 seconds left, and sank one of STAT from the line."
"('Lawson,Ty', 'pts', '16')"," Kenneth Faried led Denver with 21 points, and PLAYER_LAST added STAT points but shot just 7 of 17."
"('Lawson,Ty', 'fg', '7')", Kenneth Faried led Denver with 21 and PLAYER_LAST added _STAT_ but shot just STAT of 17.
"('Foye,Randy', 'fg', '3')"," Before the game, Karl said the one individual he feared was Foye, because of his STAT point shooting."
"('Williams,Marvin', 'fg', '3')",Back to back STAT pointers by Foye and PLAYER_FIRST PLAYER_LAST capped Utah's big run to tie it at 77.
"('Anderson,Ryan', 'pts', '17')"," PLAYER_LAST and Smith each scored STAT points for the Hornets, and Austin Rivers added 14."
"('Green,Willie', 'fg3', '2')","PLAYER_FIRST Green, who played for the Hornets STAT seasons ago before spending last season with Atlanta as a free agent, had 10 points."
"('Green,Willie', 'pts', '10')","PLAYER_FIRST Green, who played for the Hornets two seasons ago before spending last season with Atlanta as a free agent, had STAT points."
"('Smith,Jason', 'pts', '17')"," Anderson and PLAYER_LAST each scored STAT points for the Hornets, and Austin Rivers added 14."
"('Lopez,Robin', 'pts', '4')","Lopez, who blocked STAT shots in each of his previous three games, had one against the Clippers to extend his streak to 16 games."
"('Paul,Chris', 'pts', '20')",PLAYER_FIRST PLAYER_LAST had STAT points and eight assists for Los Angeles.
"('Paul,Chris', 'ast', '8')",PLAYER_FIRST PLAYER_LAST had STAT assists for Los Angeles.
"('Holiday,Jrue', 'fg3', '0')","With PLAYER_LAST blossoming into one of the top point guards in the East, the Sixers can't be counted out, even without Bynum."
"('DAL', 'fg3', '5')",The Mavericks had turnovers on five straight possessions during one miserable stretch in the fourth.
"('DAL', 'pts', '98')",Evan Turner scored _STAT_ points and Thaddeus Young had 20 to lead Philadelphia to a 100 98 win over the Dallas Mavericks on Tuesday night.
"('Marion,Shawn', 'pts', '17')",Chris Kaman scored _STAT_ points and PLAYER_FIRST PLAYER_LAST also had STAT for the Mavericks.
"('Young,Thaddeus', 'pts', '20')",Evan Turner scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT to lead Philadelphia to a 100 98 win over the Dallas Mavericks on Tuesday night.
"('Carter,Vince', 'fg3', '3')","But they failed to score and PLAYER_LAST delivered again, sinking his third STAT to make it a four point game."
"('PHI', 'pts', '100')",Evan Turner scored _STAT_ points and Thaddeus Young had 20 to lead Philadelphia to a 100 98 win over the Dallas Mavericks on Tuesday night.
"('Turner,Evan', 'pts', '22')",PLAYER_FIRST PLAYER_LAST scored STAT points and Thaddeus Young had 20 to lead Philadelphia to a 100 98 win over the Dallas Mavericks on Tuesday night.
"('DAL', 'pts', '98')",Carter made a left handed layup to bring the Mavericks to 100 98 with 37 seconds left.
"('DAL', 'fg', '37')",Carter made a left handed layup to bring the Mavericks to 100 98 with 37 seconds left.
"('PHI', 'fg3', '6')",Philadelphia shot 6 of 14 on 3 pointers and won its second straight game.
"('DAL', 'fg3', '5')","Jae Crowder's last gasp jumper was off the mark, leaving Dallas with a 2 5 record on the road."
"('Holiday,Jrue', 'pts', '18')"," PLAYER_FIRST PLAYER_LAST had STAT points and seven assists for the Sixers, who snapped a six game losing streak to Dallas."
"('Holiday,Jrue', 'fg', '7')"," PLAYER_FIRST PLAYER_LAST had STAT assists for the Sixers, who snapped a six game losing streak to Dallas."
"('Holiday,Jrue', 'ast', '7')"," PLAYER_FIRST PLAYER_LAST had STAT assists for the Sixers, who snapped a six game losing streak to Dallas."
"('Crowder,Jae', 'pts', '2')","PLAYER_FIRST Crowder's last gasp jumper was off the mark, leaving Dallas with a STAT 5 record on the road."
"('Kaman,Chris', 'pts', '20')",PLAYER_FIRST PLAYER_LAST scored STAT points and Shawn Marion also had 17 for the Mavericks.
"('Brand,Elton', 'trb', '8')", PLAYER_LAST chipped in STAT rebounds for the Mavericks and played with an edge against his former team.
"('Carter,Vince', 'pts', '15')",PLAYER_FIRST PLAYER_LAST added STAT and was clutch in the fourth quarter in trying to bring Dallas back from a 10 point hole.
"('Scola,Luis', 'pts', '14')","PLAYER_LAST scored STAT points, while Dudley added 11 for Phoenix."
"('PHO', 'pts', '91')",The Suns' spurt reached 34 11 at one point and a 91 70 lead late in the game.
"('Varejao,Anderson', 'pts', '20')", PLAYER_LAST had STAT points and _STAT_ rebounds for his sixth straight double double.
"('Varejao,Anderson', 'trb', '18')", PLAYER_LAST had STAT rebounds for his sixth straight double double.
"('Dudley,Jared', 'pts', '11')","Scola scored 14 points, while PLAYER_LAST added STAT for Phoenix."
"('HOU', 'fg3', '13')",The Rockets shot 53 percent (44 of 83) and finished 13 for 26 from 3 point range against Toronto.
"('Lin,Jeremy', 'pts', '16')", PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ assists for Houston.
"('Lin,Jeremy', 'ast', '10')", PLAYER_FIRST PLAYER_LAST had STAT assists for Houston.
"('Lin,Jeremy', 'fg', '7')","PLAYER_LAST went STAT of 9 from the field, his best shooting game of the season."
"('Patterson,Patrick', 'pts', '22')","PLAYER_FIRST PLAYER_LAST added STAT points for the Rockets, who have won four in a row."
"('TOR', 'pts', '101')",James Harden scored _STAT_ points and matched a career high with _STAT_ assists to lead Houston over the Raptors 117 101 on Tuesday night.
"('Bargnani,Andrea', 'fg3', '3')","PLAYER_LAST kept Toronto close for a while, starting 7 of 9 from the field and hitting STAT STAT pointers in the first half."
"('Bargnani,Andrea', 'fg3', '3')","PLAYER_LAST kept Toronto close for a while, starting 7 of 9 from the field and hitting STAT STAT pointers in the first half."
"('TOR', 'tov', '16')",The Rockets scored _STAT_ off 16 Toronto turnovers.
"('Bargnani,Andrea', 'pts', '21')"," PLAYER_FIRST PLAYER_LAST scored STAT points and Terrence Ross added a career high 19 for the Raptors, who have lost five straight."
"('HOU', 'ast', '30')",Houston's _STAT_ assists matched a season high.
"('Asik,Omer', 'pts', '13')","PLAYER_FIRST PLAYER_LAST had STAT points and 18 rebounds, his seventh double double of the season."
"('Asik,Omer', 'trb', '18')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, his seventh double double of the season."
"('Ross,Terrence', 'pts', '19')"," Andrea Bargnani scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added a career high STAT for the Raptors, who have lost five straight."
"('Lowry,Kyle', 'fg3', '0')"," Game notes
 Toronto point guard PLAYER_FIRST Lowry, who played for Houston from 2009 12, got supportive applause when he was introduced before the game."
"('Harden,James', 'pts', '24')",PLAYER_FIRST PLAYER_LAST scored STAT points and matched a career high with _STAT_ assists to lead Houston over the Raptors 117 101 on Tuesday night.
"('Harden,James', 'ast', '12')",PLAYER_FIRST PLAYER_LAST matched a career high with STAT assists to lead Houston over the Raptors 117 101 on Tuesday night.
"('HOU', 'pts', '117')",James Harden scored _STAT_ points and matched a career high with _STAT_ assists to lead Houston over the Raptors 117 101 on Tuesday night.
"('Thornton,Marcus', 'fg3', '2')","Tyreke Evans and DePLAYER_FIRST Cousins each scored _STAT_ for the Kings, who had won STAT of their previous three games."
"('MIN', 'trb', '51')",It helped that Love grabbed an amazing 21 defensive rebounds and helped Minnesota to a 51 36 overall edge on the boards.
"('Evans,Tyreke', 'pts', '20')","PLAYER_FIRST PLAYER_LAST and DeMarcus Cousins each scored STAT points for the Kings, who had won two of their previous three games."
"('Evans,Tyreke', 'fg3', '2')","PLAYER_FIRST PLAYER_LAST and DeMarcus Cousins each scored _STAT_ for the Kings, who had won STAT of their previous three games."
"('Love,Kevin', 'fg', '8')",Pekovic had PLAYER_LAST had STAT _STAT_ rebounds in the opening half as the Timberwolves built a 48 45 advantage.
"('Kirilenko,Andrei', 'trb', '6')","""We were in a tough situation; we needed a win,"" said Kirilenko, who added STAT rebounds, _STAT_ assists and _STAT_ blocks in 41 minutes."
"('Kirilenko,Andrei', 'fg', '5')","""We were in a tough situation; we needed a win,"" said Kirilenko, who added 6 rebounds, STAT assists and _STAT_ blocks in 41 minutes."
"('Kirilenko,Andrei', 'ast', '5')","""We were in a tough situation; we needed a win,"" said Kirilenko, who added 6 rebounds, STAT assists and _STAT_ blocks in 41 minutes."
"('Kirilenko,Andrei', 'blk', '3')","""We were in a tough situation; we needed a win,"" said Kirilenko, who added 6 rebounds, _STAT_ assists and STAT blocks in 41 minutes."
"('SAC', 'pts', '89')",Two free throws by Cousins pulled Sacramento to 91 89 with just under 3 minutes left.
"('Cousins,DeMarcus', 'pts', '20')","Tyreke Evans and PLAYER_FIRST PLAYER_LAST each scored STAT points for the Kings, who had won two of their previous three games."
"('MIN', 'orb', '12')",Pekovic had Love had eight _STAT_ rebounds in the opening half as the Timberwolves built a 48 45 advantage.
"('Pekovic,Nikola', 'trb', '8')",PLAYER_LAST had Love had STAT _STAT_ rebounds in the opening half as the Timberwolves built a 48 45 advantage.
"('Cousins,DeMarcus', 'ft', '2')",Two free throws by PLAYER_LAST pulled Sacramento to 91 89 with just under 3 minutes left.
"('Ridnour,Luke', 'fg', '8')","PLAYER_LAST also shot well, scoring STAT to help Minnesota take a 75 67 lead into the fourth."
"('Kirilenko,Andrei', 'pts', '14')",PLAYER_FIRST PLAYER_LAST had STAT points and Malcolm Lee added 10.
"('Howard,Dwight', 'pts', '17')",PLAYER_LAST blocked four shots and scored STAT points despite 3 of 12 shooting at the free throw line.
"('Howard,Dwight', 'ft', '3')",PLAYER_LAST blocked four shots and scored _STAT_ despite STAT of 12 shooting at the free throw line.
"('Hill,George', 'fg3', '1')",One dramatic shot by PLAYER_FIRST PLAYER_LAST left the Indiana Pacers feeling a whole lot healthier.
"('Hill,Jordan', 'fg', '1')",One dramatic shot by George PLAYER_LAST left the Indiana Pacers feeling a whole lot healthier.
"('World Peace,Metta', 'fg', '1')","After West made STAT free throw, Howard and PLAYER_FIRST PLAYER_LAST combined to miss four straight free throws."
"('World Peace,Metta', 'fg3', '1')","After West made STAT free throw, Howard and PLAYER_FIRST PLAYER_LAST combined to miss four straight free throws."
"('World Peace,Metta', 'ft', '1')","After West made STAT free throw, Howard and PLAYER_FIRST PLAYER_LAST combined to miss four straight free throws."
"('World Peace,Metta', 'pts', '4')","After West made one free throw, Howard and PLAYER_FIRST PLAYER_LAST combined to miss STAT straight free throws."
"('Hill,George', 'pts', '19')","PLAYER_LAST scored STAT points for the Pacers, who benefited enormously from the Lakers' 23 for 43 performance at the free throw line."
"('LAL', 'ft', '23')","Hill scored _STAT_ for the Pacers, who benefited enormously from the Lakers' 23 for 43 performance at the free throw line."
"('WAS', 'pts', '84')","Washington earned its first victory after starting the season with 12 straight losses, beating the Portland Trail Blazers 84 82 on Wednesday night."
"('Crawford,Jordan', 'pts', '19')"," Washington survived a scoreless 6:47 in the fourth when PLAYER_FIRST Crawford, who had STAT points, hit a 3 pointer with 2:06 to play."
"('WAS', 'pts', '84')",The Wizards finally took the 84 82 lead on Emeka Okafor's two free throws with 39.1 seconds remaining.
"('Webster,Martell', 'fg3', '0')","PLAYER_FIRST PLAYER_LAST had also used ""embarrassing"" to describe Washington's 26 point loss on Monday."
"('Hickson,J.J.', 'pts', '15')",PLAYER_LAST had STAT points and 19 rebounds.
"('Hickson,J.J.', 'trb', '19')",PLAYER_LAST had STAT rebounds.
"('POR', 'pts', '82')","Washington earned its first victory after starting the season with 12 straight losses, beating the Portland Trail Blazers 84 82 on Wednesday night."
"('Okafor,Emeka', 'fg', '2')",The Wizards finally took the 84 82 lead on PLAYER_FIRST Okafor's STAT free throws with 39.1 seconds remaining.
"('Okafor,Emeka', 'ft', '2')",The Wizards finally took the 84 82 lead on PLAYER_FIRST Okafor's STAT free throws with 39.1 seconds remaining.
"('Beal,Bradley', 'fg3', '1')",Rookie PLAYER_FIRST PLAYER_LAST wasn't celebrating his first NBA win    STAT that took 29 days to get.
"('Splitter,Tiago', 'pts', '9')","That included PLAYER_FIRST Splitter, who had STAT points off the bench."
"('Parker,Tony', 'pts', '14')","Tim Duncan added _STAT_ points in 27 minutes, and PLAYER_FIRST PLAYER_LAST chipped in STAT points and eight assists."
"('Parker,Tony', 'ast', '8')","Tim Duncan added _STAT_ in 27 minutes, and PLAYER_FIRST PLAYER_LAST chipped in STAT assists."
"('ORL', 'fg3', '2')","The Magic struggled from the field, connecting on just two of their 15 3 point attempts."
"('Parker,Tony', 'fg3', '0')",PLAYER_LAST was equally adept at getting to the rim and also had a pair of three point plays.
"('Duncan,Tim', 'pts', '15')","PLAYER_FIRST PLAYER_LAST added STAT points in 27 minutes, and Tony Parker chipped in _STAT_ points and eight assists."
"('ORL', 'ft', '5')",No Orlando player attempted a free throw until there were less than five minutes to play in the game.
"('ORL', 'fg3', '2')","Orlando has lost two straight and concludes its season high, five game homestand Friday against Brooklyn."
"('Afflalo,Arron', 'pts', '16')","PLAYER_FIRST PLAYER_LAST led the Magic with STAT points, followed by Jameer Nelson with 14."
"('ORL', 'fg', '41')","For the night, Orlando was just 41 of 95 from the field."
"('Ginobili,Manu', 'fg', '6')","PLAYER_LAST got hot from beyond the arc early, and was responsible for four of San Antonio's STAT 3 pointers in the half."
"('Ginobili,Manu', 'fg3', '6')","PLAYER_LAST got hot from beyond the arc early, and was responsible for four of San Antonio's STAT 3 pointers in the half."
"('SAS', 'fg', '44')","For the game the Spurs connected on 44 of _STAT_ field goal attempts, or 52 percent."
"('Humphries,Kris', 'fg3', '0')","Nets point guard Deron Williams said Humphries, who did not speak to reporters after the game, had scratches on his head and neck."
"('Pierce,Paul', 'pts', '14')","Garnett had _STAT_ points and 10 rebounds, and PLAYER_FIRST PLAYER_LAST added STAT points for Boston."
"('Garnett,Kevin', 'pts', '16')","PLAYER_LAST had STAT points and 10 rebounds, and Paul Pierce added _STAT_ points for Boston."
"('Garnett,Kevin', 'trb', '10')","PLAYER_LAST had STAT rebounds, and Paul Pierce added _STAT_ for Boston."
"('BRK', 'pts', '95')","Rondo, Humphries and Nets forward Gerald Wallace were ejected, and Brooklyn held on to win 95 83."
"('CHA', 'fg3', '12')","Before hitting all three foul shots against Charlotte, Horford had missed 11 of his previous 12 attempts."
"('Williams,Lou', 'pts', '17')",Josh Smith and PLAYER_FIRST PLAYER_LAST also had STAT points apiece for the Hawks.
"('Harris,Devin', 'pts', '7')","Harris, playing for the first time since spraining his left big toe in last Friday's win at Charlotte, had STAT points and four assists."
"('Harris,Devin', 'ast', '4')","Harris, playing for the first time since spraining his left big toe in last Friday's win at Charlotte, had seven STAT assists."
"('Horford,Al', 'fg3', '0')","By the 7:11 mark of the third, the Hawks led for good after Horford's three point play made it 52 51."
"('Horford,Al', 'trb', '11')"," Horford, who finished with STAT rebounds, followed with two free throws 1.1 seconds later."
"('Walker,Kemba', 'pts', '15')", PLAYER_FIRST PLAYER_LAST scored STAT points and Brendan Haywood pulled down _STAT_ rebounds for the Bobcats.
"('Haywood,Brendan', 'trb', '11')", Kemba Walker PLAYER_FIRST PLAYER_LAST pulled down STAT rebounds for the Bobcats.
"('Smith,Josh', 'pts', '17')",PLAYER_FIRST PLAYER_LAST and Lou Williams also had STAT points apiece for the Hawks.
"('Mullens,Byron', 'fg', '3')"," With Gordon covered in the final seconds, PLAYER_FIRST PLAYER_LAST missed a STAT that would've tied the score at the buzzer."
"('PHO', 'fg3', '6')",Phoenix was in the third game of a six game road trip.
"('PHO', 'pts', '77')"," Knight and Charlie Villanueva scored _STAT_ points apiece, and the Pistons routed the Phoenix Suns 117 77 on Wednesday night."
"('Singler,Kyle', 'pts', '12')","PLAYER_FIRST PLAYER_LAST and Tayshaun Prince contributed STAT each, and Greg Monroe had nine points and eight rebounds."
"('Monroe,Greg', 'pts', '9')","Kyle Singler and Tayshaun Prince contributed 12 each, and PLAYER_FIRST PLAYER_LAST had STAT points and eight rebounds."
"('Monroe,Greg', 'trb', '8')","Kyle Singler and Tayshaun Prince contributed 12 each, and PLAYER_FIRST PLAYER_LAST had nine STAT rebounds."
"('Knight,Brandon', 'pts', '19')"," PLAYER_LAST and Charlie Villanueva scored STAT points apiece, and the Pistons routed the Phoenix Suns 117 77 on Wednesday night."
"('Stuckey,Rodney', 'pts', '18')", PLAYER_FIRST PLAYER_LAST added STAT points for Detroit.
"('Scola,Luis', 'pts', '11')"," "" PLAYER_FIRST PLAYER_LAST scored STAT points for the Suns, who beat Detroit 92 89 at Phoenix in early November."
"('Villanueva,Charlie', 'pts', '19')"," Knight and PLAYER_FIRST PLAYER_LAST scored STAT points apiece, and the Pistons routed the Phoenix Suns 117 77 on Wednesday night."
"('DET', 'pts', '117')"," Knight and Charlie Villanueva scored _STAT_ points apiece, and the Pistons routed the Phoenix Suns 117 77 on Wednesday night."
"('Prince,Tayshaun', 'pts', '12')","Kyle Singler and PLAYER_FIRST PLAYER_LAST contributed STAT each, and Greg Monroe had nine points and eight rebounds."
"('Maggette,Corey', 'fg', '3')", PLAYER_FIRST Maggette's STAT pointer capped a 15 5 run in the second and gave Detroit a 52 38 lead.
"('DET', 'fg3', '12')",Detroit shot 12 of 16 from 3 point range.
"('Deng,Luol', 'pts', '22')",PLAYER_FIRST PLAYER_LAST had STAT points and six rebounds as Chicago cruised to a 101 78 victory over the Dallas Mavericks.
"('Deng,Luol', 'trb', '6')",PLAYER_FIRST PLAYER_LAST had STAT rebounds as Chicago cruised to a 101 78 victory over the Dallas Mavericks.
"('CHI', 'fg3', '6')","The Mavericks (7 9), who had won 21 of 27 against Chicago, dropped to 2 6 on the road."
"('Mayo,O.J.', 'pts', '4')",It was just the second time in his NBA career that PLAYER_LAST scored STAT or fewer points while playing 30 or more minutes.
"('Mayo,O.J.', 'pts', '4')","Dallas' leading scorer, Mayo, was held to a season low STAT points on 2 for 9 shooting."
"('Mayo,O.J.', 'fg', '2')","Dallas' leading scorer, Mayo, was held to a season low four on STAT for 9 shooting."
"('Jones,Dominique', 'fg3', '0')",He has been replaced in the starting lineup by third year point guard PLAYER_FIRST Jones.
"('DAL', 'pts', '78')",Luol Deng had _STAT_ points and six rebounds as Chicago cruised to a 101 78 victory over the Dallas Mavericks.
"('DAL', 'fg3', '4')","Dallas' leading scorer, Mayo, was held to a season low four on 2 for 9 shooting."
"('CHI', 'fg3', '6')",Luol Deng had six rebounds as Chicago cruised to a 101 78 victory over the Dallas Mavericks.
"('CHI', 'pts', '101')",Luol Deng had _STAT_ points and six rebounds as Chicago cruised to a 101 78 victory over the Dallas Mavericks.
"('Marion,Shawn', 'pts', '18')"," PLAYER_FIRST PLAYER_LAST scored a season high STAT points for Dallas, which shot just 35 percent to lose for the eighth time in 11 games."
"('Jones,Dahntay', 'fg', '0')",He has been replaced in the starting lineup by third year point guard Dominique Jones.
"('Jones,Dahntay', 'fg3', '0')",He has been replaced in the starting lineup by third year point guard Dominique Jones.
"('MIL', 'pts', '88')",Anthony scored _STAT_ points to lead the New York Knicks to a 102 88 victory over the Milwaukee Bucks on Wednesday night.
"('Jennings,Brandon', 'pts', '18')","Beno Udrih scored a season high STAT points, as did PLAYER_FIRST Jennings."
"('MIL', 'fg3', '5')","The Bucks, who have lost four of their last five games, also got seven assists from Monta Ellis."
"('Udrih,Beno', 'pts', '18')","PLAYER_FIRST PLAYER_LAST scored a season high STAT points, as did Brandon Jennings."
"('Anthony,Carmelo', 'pts', '29')",PLAYER_LAST scored STAT points to lead the New York Knicks to a 102 88 victory over the Milwaukee Bucks on Wednesday night.
"('Anthony,Carmelo', 'fg3', '3')",It started with a STAT pointer by Anthony.
"('Ellis,Monta', 'pts', '17')","The Bucks, who have lost four of their last five games, also got STAT points and seven assists from PLAYER_FIRST Ellis."
"('Ellis,Monta', 'ast', '7')","The Bucks, who have lost four of their last five games, also got STAT assists from PLAYER_FIRST Ellis."
"('Anthony,Carmelo', 'fg', '9')","Anthony, who sat out the fourth quarter, was STAT of 18 from the floor and also grabbed eight rebounds in 30 minutes."
"('Anthony,Carmelo', 'trb', '8')","Anthony, who sat out the fourth quarter, was 9 of 18 from the floor and also grabbed STAT rebounds in 30 minutes."
"('NYK', 'pts', '102')",Anthony scored _STAT_ points to lead the New York Knicks to a 102 88 victory over the Milwaukee Bucks on Wednesday night.
"('Calderon,Jose', 'pts', '12')"," DeMar DeRozan led the Raptors with 16 points, while Kyle Lowry and PLAYER_FIRST PLAYER_LAST scored STAT apiece."
"('Davis,Ed', 'pts', '10')","Raptors F PLAYER_FIRST PLAYER_LAST started his first game of the season and scored STAT points and grabbed six rebounds, team high for Toronto."
"('Davis,Ed', 'trb', '6')","Raptors F PLAYER_FIRST PLAYER_LAST started his first game of the season and grabbed STAT rebounds, team high for Toronto."
"('MEM', 'orb', '12')", Marreese Speights had _STAT_ rebounds for Memphis.
"('Kleiza,Linas', 'pts', '11')","PLAYER_LAST already had STAT points for Toronto, but it took him 13 shots to connect on five."
"('Lowry,Kyle', 'pts', '12')"," DeMar DeRozan led the Raptors with 16 points, while PLAYER_FIRST PLAYER_LAST and Jose Calderon scored STAT apiece."
