event,sentence
"('Covington,Robert', 'pts', '7')",PLAYER_LAST had STAT points and five rebounds.
"('Covington,Robert', 'trb', '5')",PLAYER_LAST had seven STAT rebounds.
"('George,Paul', 'fg', '9')", PLAYER_LAST was STAT for 20 from the field in his seventh consecutive game with at least 26 points.
"('George,Paul', 'pts', '26')", PLAYER_LAST was 9 for 20 from the field in his seventh consecutive game with at least STAT points.
"('McDermott,Doug', 'pts', '11')",PLAYER_FIRST PLAYER_LAST scored STAT points.
"('Mahinmi,Ian', 'trb', '12')",Miles made five 3 pointers on his way to 19 and Jordan Hill and PLAYER_FIRST PLAYER_LAST each grabbed STAT rebounds.
"('George,Paul', 'pts', '26')"," PLAYER_LAST had STAT points for Indiana, and Monta Ellis finished with 20 points."
"('IND', 'fg', '35')",Indiana shot 35 percent (7 for 20) in the first period.
"('Hill,Jordan', 'pts', '5')","Miles made STAT 3 pointers on his way to 19 points, and PLAYER_FIRST PLAYER_LAST and Ian Mahinmi each grabbed 12 rebounds."
"('Hill,Jordan', 'trb', '12')",Miles made five 3 pointers on his way to 19 and PLAYER_FIRST PLAYER_LAST and Ian Mahinmi each grabbed STAT rebounds.
"('IND', 'fg3', '9')","TIP INS Pacers: Indiana shot 40.2 percent (35 for 87) from the field, including a 9 for 21 performance from 3 point range."
"('Gibson,Taj', 'pts', '9')",Bulls: PLAYER_FIRST PLAYER_LAST had STAT points and a season high 11 rebounds.
"('Gibson,Taj', 'trb', '11')",Bulls: PLAYER_FIRST PLAYER_LAST had nine a season high STAT rebounds.
"('Ellis,Monta', 'pts', '20')"," George had _STAT_ points for Indiana, and PLAYER_FIRST PLAYER_LAST finished with STAT points."
"('Miles,C.J.', 'fg3', '5')",PLAYER_LAST made STAT 3 pointers on his way to 19 and Jordan Hill and Ian Mahinmi each grabbed 12 rebounds.
"('Miles,C.J.', 'pts', '19')","PLAYER_LAST made five 3 pointers on his way to STAT points, and Jordan Hill and Ian Mahinmi each grabbed 12 rebounds."
"('Crowder,Jae', 'pts', '16')",Bradley finished with _STAT_ points and made four 3 pointers and PLAYER_FIRST PLAYER_LAST added STAT points.
"('Bradley,Avery', 'pts', '21')",PLAYER_LAST finished with STAT points and made four 3 pointers and Jae Crowder added 16 points.
"('Bradley,Avery', 'fg3', '4')",PLAYER_LAST finished with made STAT 3 pointers and Jae Crowder added 16 points.
"('Ariza,Trevor', 'pts', '19')",PLAYER_FIRST PLAYER_LAST led Houston with STAT points and Harden had 16.
"('Harden,James', 'fg', '4')", Boston led by STAT after a 3 pointer by PLAYER_FIRST PLAYER_LAST with 3 1/3 minutes left in the third quarter.
"('Harden,James', 'fg3', '4')", Boston led by STAT after a 3 pointer by PLAYER_FIRST PLAYER_LAST with 3 1/3 minutes left in the third quarter.
"('Howard,Dwight', 'pts', '5')",PLAYER_FIRST PLAYER_LAST had STAT points and 12 rebounds.
"('Howard,Dwight', 'trb', '12')",PLAYER_FIRST PLAYER_LAST had five STAT rebounds.
"('Smart,Marcus', 'ast', '6')",PLAYER_FIRST PLAYER_LAST had STAT assists.
"('Adams,Steven', 'pts', '14')",PLAYER_FIRST PLAYER_LAST and Dion Waiters finished with STAT apiece.
"('Ibaka,Serge', 'pts', '18')",PLAYER_FIRST PLAYER_LAST had STAT and Enes Kanter scored 16.
"('OKC', 'fg3', '10')","Oklahoma City shot 51 percent, including 10 of 24 from outside the arc."
"('Randolph,Zach', 'pts', '12')",PLAYER_FIRST PLAYER_LAST finished with STAT points and 10 rebounds.
"('Randolph,Zach', 'trb', '10')",PLAYER_FIRST PLAYER_LAST finished with STAT rebounds.
"('Westbrook,Russell', 'pts', '40')","PLAYER_FIRST PLAYER_LAST led the Thunder with STAT points, 12 in the fourth quarter trying to bring Oklahoma City back from an 11 point deficit."
"('Waiters,Dion', 'pts', '14')",Steven Adams and PLAYER_FIRST PLAYER_LAST finished with STAT apiece.
"('Aminu,Al-Farouq', 'pts', '17')",Lillard finished with _STAT_ points and Al Farouq PLAYER_LAST added STAT points for Portland.
"('Diaw,Boris', 'pts', '12')", Green and PLAYER_FIRST PLAYER_LAST each had STAT points and Tony Parker and Tim Duncan both added 10.
"('Vonleh,Noah', 'pts', '3')","PLAYER_FIRST Vonleh's first STAT pointer of the season pulled Portland within 81 78, but they were unable to get any closer."
"('Aldridge,LaMarcus', 'pts', '6')","Former Portland standout PLAYER_FIRST PLAYER_LAST was held to STAT points and STAT rebounds, his lowest output since signing with the Spurs."
"('Aldridge,LaMarcus', 'trb', '6')","Former Portland standout PLAYER_FIRST PLAYER_LAST was held to STAT STAT rebounds, his lowest output since signing with the Spurs."
"('Aldridge,LaMarcus', 'pts', '6')","Former Portland standout PLAYER_FIRST PLAYER_LAST was held to STAT points and STAT rebounds, his lowest output since signing with the Spurs."
"('Aldridge,LaMarcus', 'trb', '6')","Former Portland standout PLAYER_FIRST PLAYER_LAST was held to STAT STAT rebounds, his lowest output since signing with the Spurs."
"('Green,Danny', 'pts', '12')", PLAYER_LAST and Boris Diaw each had STAT points and Tony Parker and Tim Duncan both added 10.
"('Ginobili,Manu', 'fg3', '2')","The Spurs backed Ginobili's personal 9 STAT run with three blocks, including STAT against Lillard."
"('Ginobili,Manu', 'fg3', '2')","The Spurs backed Ginobili's personal 9 STAT run with three blocks, including STAT against Lillard."
"('Leonard,Kawhi', 'pts', '19')","PLAYER_FIRST PLAYER_LAST added STAT points and nine rebounds for San Antonio, which won its fifth straight overall and improved to 4 0 at home."
"('Leonard,Kawhi', 'trb', '9')","PLAYER_FIRST PLAYER_LAST added STAT rebounds for San Antonio, which won its fifth straight overall and improved to 4 0 at home."
"('Aldridge,LaMarcus', 'pts', '6')","PLAYER_LAST and Leonard are the only players to lead the team in scoring this season, with Leonard leading the way STAT times."
"('Lillard,Damian', 'pts', '27')",PLAYER_LAST finished with STAT points and Al Farouq Aminu added _STAT_ points for Portland.
"('LAL', 'fg3', '9')","The Suns have won nine straight at home against the Lakers, one shy of the franchise record last reached from 1977 1981."
"('Chandler,Tyson', 'trb', '9')",PLAYER_LAST entered the game averaging 7.2 per game and 10.2 rebounds per game but was scoreless with STAT rebounds over 22 minutes.
"('Williams,Lou', 'fg', '6')",G PLAYER_FIRST PLAYER_LAST helped keep the Lakers close with 10 first half but scored only STAT more the rest of the way.
"('Clarkson,Jordan', 'pts', '20')",""" PLAYER_FIRST PLAYER_LAST scored STAT points to lead the weary Lakers, who were playing on consecutive days for the second time in a week."
"('Middleton,Khris', 'pts', '14')","Milwaukee was led by PLAYER_FIRST Middleton, who had STAT points in the team's worst loss of the season."
"('Vasquez,Greivis', 'pts', '12')","LOOKING FOR CONSISTENCY PLAYER_FIRST Vasquez, who had STAT points for the Bucks, remains optimistic about his team."
"('Porter,Otto', 'pts', '19')","We're going to make mistakes, it's just covering for each other,"" said PLAYER_FIRST Porter, who also scored STAT points."
"('WAS', 'fg3', '12')",Washington was 12 of 22 (54.5 percent) from long range.
"('ATL', 'pts', '88')", seconds left and Brooklyn beat the Atlanta Hawks 90 88 on Tuesday night.
"('Horford,Al', 'pts', '18')",PLAYER_FIRST PLAYER_LAST scored STAT points for the Hawks.
"('Millsap,Paul', 'pts', '17')",PLAYER_FIRST PLAYER_LAST had STAT and Kyle Korver added 13.
"('Johnson,Joe', 'pts', '13')","PLAYER_FIRST PLAYER_LAST scored STAT points, nine assists and seven rebounds for the Nets."
"('Johnson,Joe', 'ast', '9')",PLAYER_FIRST PLAYER_LAST scored 13 STAT assists and seven rebounds for the Nets.
"('Johnson,Joe', 'trb', '7')",PLAYER_FIRST PLAYER_LAST scored 13 nine assists and STAT rebounds for the Nets.
"('BRK', 'fg3', '9')",Joe Johnson scored 13 nine assists and seven rebounds for the Nets.
"('BRK', 'orb', '9')",Joe Johnson scored 13 nine assists and seven rebounds for the Nets.
"('Lopez,Brook', 'pts', '24')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Brooklyn.
"('Lopez,Brook', 'trb', '10')",PLAYER_FIRST PLAYER_LAST had STAT rebounds for Brooklyn.
"('BRK', 'pts', '90')", seconds left and Brooklyn beat the Atlanta Hawks 90 88 on Tuesday night.
"('Schroder,Dennis', 'ast', '10')",PLAYER_FIRST PLAYER_LAST had STAT assists for the Hawks.
"('Young,Thaddeus', 'pts', '16')","PLAYER_LAST finished with STAT points and 11 rebounds, while Jarrett Jack and Shane Larkin each had 14."
"('Young,Thaddeus', 'trb', '11')","PLAYER_LAST finished with STAT rebounds, while Jarrett Jack and Shane Larkin each had 14."
"('James,LeBron', 'pts', '30')", TIP INS Cavaliers: PLAYER_LAST scored at least STAT points for the fourth straight game.
"('Ilyasova,Ersan', 'pts', '20')","Jackson had _STAT_ points and _STAT_ assists for the Pistons, and PLAYER_FIRST PLAYER_LAST added STAT points."
"('James,LeBron', 'pts', '30')",PLAYER_FIRST PLAYER_LAST scored 23 of his STAT points in the first half for the Cavs.
"('Jackson,Reggie', 'pts', '23')","PLAYER_LAST had STAT points and _STAT_ assists for the Pistons, and Ersan Ilyasova added 20 points."
"('Jackson,Reggie', 'ast', '12')","PLAYER_LAST had STAT assists for the Pistons, and Ersan Ilyasova added 20 points."
"('Drummond,Andre', 'fg3', '0')","""It comes to a point where I've just got to shoot with confidence,"" PLAYER_LAST said."
"('DET', 'ast', '20')","Jackson had _STAT_ assists for the Pistons, and Ersan Ilyasova added 20 points."
"('Smith,J.R.', 'fg3', '3')",PLAYER_LAST then missed a contested STAT pointer from near the top of the key.
"('Jones,James', 'fg', '1')","""Every day, every STAT of us represents `The Logo,"" PLAYER_FIRST said."
"('Jones,James', 'fg3', '1')","""Every day, every STAT of us represents `The Logo,"" PLAYER_FIRST said."
"('Green,Gerald', 'pts', '2')","PLAYER_FIRST PLAYER_LAST (illness, then conduct detrimental to the team, then a STAT game suspension) played for the first time since Nov."
"('Rubio,Ricky', 'pts', '7')","PLAYER_LAST had STAT points in 26 minutes, and Minnesota ended Miami's STAT game streak of holding opponents under 100 points."
"('Rubio,Ricky', 'pts', '7')","PLAYER_LAST had STAT points in 26 minutes, and Minnesota ended Miami's STAT game streak of holding opponents under 100 points."
"('Whiteside,Hassan', 'fg', '10')","AMI     PLAYER_FIRST PLAYER_LAST swatted away STAT of Minnesota's shots, and altered more than a few others."
"('Towns,Karl-Anthony', 'pts', '14')"," Karl Anthony PLAYER_LAST scored STAT points and grabbed STAT rebounds for Minnesota, which outscored the Heat 41 22 in the fourth quarter."
"('Towns,Karl-Anthony', 'trb', '14')"," Karl Anthony PLAYER_LAST scored STAT grabbed STAT rebounds for Minnesota, which outscored the Heat 41 22 in the fourth quarter."
"('Towns,Karl-Anthony', 'pts', '14')"," Karl Anthony PLAYER_LAST scored STAT points and grabbed STAT rebounds for Minnesota, which outscored the Heat 41 22 in the fourth quarter."
"('Towns,Karl-Anthony', 'trb', '14')"," Karl Anthony PLAYER_LAST scored STAT grabbed STAT rebounds for Minnesota, which outscored the Heat 41 22 in the fourth quarter."
"('MIN', 'fg3', '4')", Ricky Rubio was back in Minnesota's lineup after missing four games with a left hamstring strain.
"('Green,Gerald', 'pts', '2')",PLAYER_LAST scored STAT points in 12 minutes.
"('Porzingis,Kristaps', 'pts', '29')",PLAYER_FIRST PLAYER_LAST turned those who booed him on draft night into believers with STAT points and _STAT_ rebounds in a win over the Hornets.
"('Porzingis,Kristaps', 'trb', '11')",PLAYER_FIRST PLAYER_LAST turned those who booed him on draft night into believers with STAT rebounds in a win over the Hornets.
"('Anthony,Carmelo', 'pts', '18')", PLAYER_LAST added STAT points and _STAT_ rebounds for the Knicks.
"('Anthony,Carmelo', 'trb', '11')", PLAYER_LAST added STAT rebounds for the Knicks.
"('Lin,Jeremy', 'pts', '13')", PLAYER_LAST finished with STAT points but Charlotte had its four game winning streak over the Knicks snapped.
"('Lin,Jeremy', 'fg', '4')", PLAYER_LAST finished with _STAT_ but Charlotte had its STAT game winning streak over the Knicks snapped.
"('Porzingis,Kristaps', 'ft', '7')",PLAYER_LAST made both 3s he attempted in this one and all STAT free throws.
"('Porzingis,Kristaps', 'fg3', '2')"," CENTERS OF ATTENTION Knicks fans love Porzingis, but the STAT biggest ovations might have been for guys who weren't even playing."
"('Smith,Ish', 'pts', '13')"," PLAYER_FIRST PLAYER_LAST added STAT points, while Luke Babbitt and Dante Cunningham each scored 11 for New Orleans, which has lost four straight."
"('Harris,Gary', 'pts', '16')","PLAYER_FIRST Harris, who scored STAT points, also went 3 of 4."
"('Harris,Gary', 'fg3', '3')","PLAYER_FIRST Harris, who scored 16 also went STAT of 4."
"('Cunningham,Dante', 'pts', '11')"," Ish Smith added 13 points, while Luke Babbitt and PLAYER_FIRST PLAYER_LAST each scored STAT for New Orleans, which has lost four straight."
"('Nelson,Jameer', 'pts', '16')","PLAYER_LAST scored all STAT of his points in the last 14:10, helping Denver secure its fourth victory in five games."
"('Babbitt,Luke', 'pts', '11')"," Ish Smith added 13 points, while PLAYER_FIRST PLAYER_LAST and Dante Cunningham each scored STAT for New Orleans, which has lost four straight."
"('Babbitt,Luke', 'fg', '4')"," Ish Smith added 13 while PLAYER_FIRST PLAYER_LAST and Dante Cunningham each scored 11 for New Orleans, which has lost STAT straight."
"('Holiday,Jrue', 'pts', '10')","G PLAYER_FIRST PLAYER_LAST played 22 minutes (scoring STAT points), so he is not expected to play Wednesday night in Oklahoma City."
"('Barton,Will', 'fg3', '3')",PLAYER_FIRST PLAYER_LAST was STAT of 4 on 3s in a 17 point outing.
"('Barton,Will', 'pts', '17')",PLAYER_FIRST PLAYER_LAST was 3 of 4 on 3s in a STAT point outing.
"('DEN', 'fg3', '15')","LONG DISTANCE DIVERGENCE Denver hit 15 of 30 3 point attempts, with Gallinari making five of eight."
"('Gallinari,Danilo', 'fg3', '5')","LONG DISTANCE DIVERGENCE Denver hit 15 of 30 3 point attempts, with PLAYER_LAST making STAT of eight."
"('Nelson,Jameer', 'fg3', '4')","PLAYER_LAST shot STAT of 6 from deep, all of them demoralizing for a Pelicans team struggling to keep pace."
"('Nelson,Jameer', 'fg', '6')","PLAYER_LAST shot 4 of STAT from deep, all of them demoralizing for a Pelicans team struggling to keep pace."
"('Nelson,Jameer', 'pts', '16')","PLAYER_FIRST    we all know what he can do."" New Orleans, by contrast, missed STAT of 23 3 point attempts."
"('Lowry,Kyle', 'pts', '28')","PLAYER_LAST and DeMar DeRozan scored STAT points apiece for the Raptors, who have lost five of seven following a 5 0 start."
"('Lowry,Kyle', 'fg', '7')","PLAYER_LAST and DeMar DeRozan scored _STAT_ apiece for the Raptors, who have lost five of STAT following a 5 0 start."
"('Lowry,Kyle', 'fg3', '2')","But guard PLAYER_FIRST PLAYER_LAST was called for an offensive foul, and Curry hit STAT free throws to help seal the win."
"('Kaminsky,Frank', 'pts', '11')", FRANK THE TANK Rookie PLAYER_FIRST PLAYER_LAST had a career high STAT points on 4 of 6 shooting from the field.
"('Kaminsky,Frank', 'fg', '4')", FRANK THE TANK Rookie PLAYER_FIRST PLAYER_LAST had a career high _STAT_ on STAT of 6 shooting from the field.
"('Williams,Marvin', 'pts', '14')",PLAYER_FIRST PLAYER_LAST scored STAT points and Jeremy Lin had _STAT_ points and off the bench for the Hornets (6 6).
"('BRK', 'fg3', '5')",Johnson had three 3 pointers but the Nets were just 5 of 15 from beyond the arc.
"('BRK', 'tov', '9')",The Nets had a season low nine turnovers.
"('Walker,Kemba', 'fg3', '3')",Hornets: Walker's STAT STAT point field goals were a season high.
"('Walker,Kemba', 'fg3', '3')",Hornets: Walker's STAT STAT point field goals were a season high.
"('Johnson,Joe', 'fg3', '3')",PLAYER_LAST had STAT STAT pointers but the Nets were just 5 of 15 from beyond the arc.
"('Johnson,Joe', 'fg3', '3')",PLAYER_LAST had STAT STAT pointers but the Nets were just 5 of 15 from beyond the arc.
"('BRK', 'fg3', '5')",TIP INS Nets: Lopez has scored 15 or more 10 times this season along with five 20 point games.
"('Lopez,Brook', 'fg3', '0')",TIP INS Nets: PLAYER_LAST has scored 15 or more 10 times this season along with five 20 point games.
"('CHO', 'trb', '49')"," WINNING ON THE GLASS Walker and Lin, Charlotte's two point guards, combined for _STAT_ rebounds as the Hornets outrebounded the Nets 49 37."
"('CHO', 'fg3', '11')",The Hornets shot 11 of 25 from 3 point range to overcome 16 turnovers.
"('Lin,Jeremy', 'fg3', '0')"," WINNING ON THE GLASS Walker and Lin, Charlotte's two point guards, combined for _STAT_ rebounds as the Hornets outrebounded the Nets 49 37."
"('Young,Thaddeus', 'pts', '27')",""" PLAYER_FIRST PLAYER_LAST had STAT points on 11 of 17 shooting for the struggling Nets."
"('Young,Thaddeus', 'fg', '11')",""" PLAYER_FIRST PLAYER_LAST had _STAT_ on STAT of 17 shooting for the struggling Nets."
"('Lopez,Brook', 'pts', '23')",PLAYER_FIRST PLAYER_LAST added STAT points and Jarrett Jack and Joe Johnson each had 16 for Brooklyn.
"('Lin,Jeremy', 'pts', '13')",Marvin Williams scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT points and off the bench for the Hornets (6 6).
"('Batum,Nicolas', 'fg', '7')",PLAYER_LAST was STAT of 12 from the field and made all STAT foul shots.
"('Batum,Nicolas', 'fg', '7')",PLAYER_LAST was STAT of 12 from the field and made all STAT foul shots.
"('Walker,Kemba', 'orb', '2')"," WINNING ON THE GLASS PLAYER_LAST and Lin, Charlotte's STAT point guards, combined for _STAT_ rebounds as the Hornets outrebounded the Nets 49 37."
"('Jack,Jarrett', 'pts', '16')",Brook Lopez added _STAT_ points and PLAYER_FIRST PLAYER_LAST and Joe Johnson each had STAT for Brooklyn.
"('Johnson,Joe', 'pts', '16')",Brook Lopez added _STAT_ points and Jarrett Jack and PLAYER_FIRST PLAYER_LAST each had STAT for Brooklyn.
"('Martin,Kevin', 'pts', '12')",Zach LaVine added _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT for the Timberwolves.
"('Rubio,Ricky', 'trb', '12')",    TIP INS Timberwolves: PG PLAYER_FIRST PLAYER_LAST had STAT rebounds and STAT assists but missed a triple double with only eight points.
"('Rubio,Ricky', 'ast', '12')",    TIP INS Timberwolves: PG PLAYER_FIRST PLAYER_LAST had STAT rebounds and STAT assists but missed a triple double with only eight points.
"('Rubio,Ricky', 'trb', '12')",    TIP INS Timberwolves: PG PLAYER_FIRST PLAYER_LAST had STAT rebounds and STAT assists but missed a triple double with only eight points.
"('Rubio,Ricky', 'ast', '12')",    TIP INS Timberwolves: PG PLAYER_FIRST PLAYER_LAST had STAT rebounds and STAT assists but missed a triple double with only eight points.
"('Rubio,Ricky', 'pts', '8')",    TIP INS Timberwolves: PG PLAYER_FIRST PLAYER_LAST had _STAT_ rebounds and _STAT_ assists but missed a triple double with only STAT points.
"('ORL', 'pts', '104')", seconds left in overtime after Skiles benched starters Nik Vucevic and Victor Oladipo and the Magic beat the Minnesota Timberwolves 104 101.
"('Fournier,Evan', 'pts', '26')", PLAYER_LAST split two Minnesota defenders to launch the game winning 3 and led the Magic with STAT points.
"('Payton,Elfrid', 'pts', '24')",PLAYER_FIRST PLAYER_LAST added a career high STAT points with seven rebounds and six assists.
"('Payton,Elfrid', 'trb', '7')",PLAYER_FIRST PLAYER_LAST added a career high _STAT_ with STAT rebounds and six assists.
"('Payton,Elfrid', 'ast', '6')",PLAYER_FIRST PLAYER_LAST added a career high _STAT_ with seven rebounds and STAT assists.
"('Vucevic,Nikola', 'pts', '8')","PLAYER_LAST had STAT points on 4 of 13 shooting in the first half, and then didn't play in the second half or overtime."
"('Vucevic,Nikola', 'fg', '4')","PLAYER_LAST had eight on STAT of 13 shooting in the first half, and then didn't play in the second half or overtime."
"('Towns,Karl-Anthony', 'fg', '8')",PLAYER_LAST has STAT double doubles this season.
"('Towns,Karl-Anthony', 'pts', '21')","Rookie Karl Anthony PLAYER_LAST contributed STAT points, _STAT_ rebounds and six blocks, including one on Harris as the buzzer sounded in regulation."
"('Towns,Karl-Anthony', 'trb', '12')","Rookie Karl Anthony PLAYER_LAST contributed 21 STAT rebounds and six blocks, including one on Harris as the buzzer sounded in regulation."
"('Towns,Karl-Anthony', 'blk', '6')","Rookie Karl Anthony PLAYER_LAST contributed 21 _STAT_ rebounds and STAT blocks, including one on Harris as the buzzer sounded in regulation."
"('LaVine,Zach', 'pts', '14')",PLAYER_FIRST PLAYER_LAST added STAT points and Kevin Martin had 12 for the Timberwolves.
"('Harris,Tobias', 'pts', '12')",PLAYER_FIRST PLAYER_LAST had STAT points and 11 rebounds.
"('Oladipo,Victor', 'fg', '0')",PLAYER_LAST was STAT for 6 with one point and played just 7 uncritical minutes after halftime.
"('Oladipo,Victor', 'fg3', '0')",PLAYER_LAST was STAT for 6 with one point and played just 7 uncritical minutes after halftime.
"('Oladipo,Victor', 'pts', '1')",PLAYER_LAST was 0 for 6 with STAT point and played just 7 uncritical minutes after halftime.
"('Oladipo,Victor', 'fg', '0')",PLAYER_LAST was STAT for 6 with one point and played just 7 uncritical minutes after halftime.
"('Oladipo,Victor', 'fg3', '0')",PLAYER_LAST was STAT for 6 with one point and played just 7 uncritical minutes after halftime.
"('Harris,Tobias', 'pts', '12')","Rookie Karl Anthony Towns contributed 21 points, STAT rebounds and six blocks, including one on PLAYER_LAST as the buzzer sounded in regulation."
"('Noel,Nerlens', 'pts', '2')",PLAYER_LAST finished with STAT points and three rebounds in 24 minutes.
"('Noel,Nerlens', 'trb', '3')",PLAYER_LAST finished with two STAT rebounds in 24 minutes.
"('PHI', 'fg3', '5')",ONLY FIVE ALLOWED Among Philadelphia's other miscues in the opening half was committing a technical foul for having too many players on the floor.
"('George,Paul', 'pts', '34')",PLAYER_LAST scored STAT points and C.J.
"('Miles,C.J.', 'pts', '20')",PLAYER_LAST added STAT to lead Indiana to a 112 85 rout on Wednesday night.
"('IND', 'pts', '112')",Miles added 20 to lead Indiana to a 112 85 rout on Wednesday night.
"('Okafor,Jahlil', 'fg3', '0')","""We are STAT 12, but the way we lost tonight isn't acceptable,"" said rookie PLAYER_FIRST Okafor, who had 14 points."
"('Okafor,Jahlil', 'pts', '14')","""We are 0 12, but the way we lost tonight isn't acceptable,"" said rookie PLAYER_FIRST Okafor, who had STAT points."
"('Sullinger,Jared', 'pts', '18')","PLAYER_FIRST PLAYER_LAST had STAT points and 12 rebounds, and Avery Bradley scored STAT as the Celtics had their three game winning streak snapped."
"('Sullinger,Jared', 'trb', '12')","PLAYER_FIRST PLAYER_LAST had STAT rebounds, and Avery Bradley scored _STAT_ as the Celtics had their three game winning streak snapped."
"('Sullinger,Jared', 'pts', '18')","PLAYER_FIRST PLAYER_LAST had STAT points and 12 rebounds, and Avery Bradley scored STAT as the Celtics had their three game winning streak snapped."
"('Bradley,Avery', 'pts', '18')","Jared Sullinger had STAT points and 12 rebounds, and PLAYER_FIRST PLAYER_LAST scored STAT as the Celtics had their three game winning streak snapped."
"('Bradley,Avery', 'pts', '18')","Jared Sullinger had STAT points and 12 rebounds, and PLAYER_FIRST PLAYER_LAST scored STAT as the Celtics had their three game winning streak snapped."
"('Bradley,Avery', 'fg3', '3')","Jared Sullinger had 12 rebounds, and PLAYER_FIRST PLAYER_LAST scored _STAT_ as the Celtics had their STAT game winning streak snapped."
"('Williams,Deron', 'pts', '16')","PLAYER_FIRST PLAYER_LAST added STAT points, including consecutive key baskets."
"('Bradley,Avery', 'fg3', '3')",Kelly Olynyk and PLAYER_LAST each had a STAT pointer from the left corner during the run.
"('Williams,Deron', 'fg3', '2')","PLAYER_LAST then nailed STAT free throws, making him perfect on 30 attempts this season."
"('Pachulia,Zaza', 'pts', '14')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for the Mavericks.
"('Pachulia,Zaza', 'trb', '12')",PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Mavericks.
"('Thomas,Isaiah', 'pts', '19')", PLAYER_LAST led Boston with STAT points.
"('Bradley,Avery', 'pts', '18')",PLAYER_LAST scored 12 straight points in 1:43 during an STAT 3 run that carried Boston to a 31 16 lead after one quarter.
"('Bradley,Avery', 'fg3', '3')",PLAYER_LAST scored 12 straight in 1:43 during an 18 STAT run that carried Boston to a 31 16 lead after one quarter.
"('ATL', 'pts', '103')", seconds remaining that helped the Hawks hold off the Sacramento Kings 103 97 Wednesday night.
"('Koufos,Kosta', 'pts', '13')","Gay scored 14 points, and PLAYER_FIRST PLAYER_LAST chipped in with STAT off the bench."
"('ATL', 'fg3', '9')","Hawks: Atlanta has won 15 straight games over the Kings, including nine in a row at Philips Arena."
"('Rondo,Rajon', 'pts', '12')","Despite the turnovers, PLAYER_LAST managed a triple double with STAT points, STAT rebounds and 10 assists."
"('Rondo,Rajon', 'trb', '12')","Despite the turnovers, PLAYER_LAST managed a triple double with STAT STAT rebounds and 10 assists."
"('Rondo,Rajon', 'pts', '12')","Despite the turnovers, PLAYER_LAST managed a triple double with STAT points, STAT rebounds and 10 assists."
"('Rondo,Rajon', 'trb', '12')","Despite the turnovers, PLAYER_LAST managed a triple double with STAT STAT rebounds and 10 assists."
"('Rondo,Rajon', 'ast', '10')","Despite the turnovers, PLAYER_LAST managed a triple double with _STAT_ rebounds and STAT assists."
"('Cousins,DeMarcus', 'pts', '24')","""We let them play to their strength,"" said PLAYER_FIRST Cousins, who scored STAT points and pulled down 12 rebounds."
"('Cousins,DeMarcus', 'trb', '12')","""We let them play to their strength,"" said PLAYER_FIRST Cousins, who pulled down STAT rebounds."
"('Gay,Rudy', 'pts', '14')","PLAYER_LAST scored STAT points, and Kosta Koufos chipped in with 13 off the bench."
"('Collison,Darren', 'fg', '3')",The Kings responded by scoring the next nine the last of them on a STAT pointer by PLAYER_FIRST PLAYER_LAST with 36 seconds to go.
"('Schroder,Dennis', 'pts', '22')","PLAYER_FIRST Schroder, starting at point guard in place of injured Jeff Teague, had STAT points for the Hawks."
"('SAC', 'fg3', '5')",UP NEXT Kings: Head to Miami to take on the Heat in the second of a five game road trip Thursday.
"('SAC', 'tov', '20')", Sacramento hurt itself with 20 turnovers.
"('SAC', 'pts', '97')", seconds remaining that helped the Hawks hold off the Sacramento Kings 103 97 Wednesday night.
"('Howard,Dwight', 'trb', '19')"," PLAYER_LAST hauled in STAT rebounds, Trevor Ariza had Brewer scored 16 off the bench."
"('Crabbe,Allen', 'pts', '15')",PLAYER_FIRST PLAYER_LAST scored STAT points off the bench.
"('Ariza,Trevor', 'pts', '18')"," Howard hauled in 19 rebounds, PLAYER_FIRST PLAYER_LAST had STAT points and Brewer scored 16 off the bench."
"('Lawson,Ty', 'pts', '2')",PLAYER_LAST finished the game with STAT points on 1 of 8 shooting.
"('Lawson,Ty', 'fg', '1')",PLAYER_LAST finished the game with two on STAT of 8 shooting.
"('Brewer,Corey', 'pts', '16')"," Howard hauled in 19 rebounds, Trevor Ariza had _STAT_ points and PLAYER_LAST scored STAT off the bench."
"('Lillard,Damian', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST led Portland with STAT points, C.J."
"('NOP', 'fg', '43')","Russell Westbrook scored _STAT_ for the Oklahoma City Thunder in their win over the Pelicans, his second straight 40 point game."
"('Morrow,Anthony', 'pts', '9')","The Pelicans suited up only STAT players, with standout forward PLAYER_FIRST Davis sitting out with a shoulder injury sustained Tuesday against Denver."
"('OKC', 'ft', '27')","The Pelicans made all nine of their free throw attempts, compared to 27 of 40 for Oklahoma City."
"('NOP', 'ft', '9')","The Pelicans made all nine of their free throw attempts, compared to 27 of 40 for Oklahoma City."
"('Westbrook,Russell', 'pts', '43')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Oklahoma City Thunder in their win over the Pelicans, his second straight 40 point game."
"('Westbrook,Russell', 'fg3', '0')","PLAYER_FIRST PLAYER_LAST scored _STAT_ for the Oklahoma City Thunder in their win over the Pelicans, his second straight 40 point game."
