event,sentence
"('DET', 'fg3', '1')",One second quarter possession pretty much summed up the Pistons' struggles.
"('Jennings,Brandon', 'fg', '8')", PLAYER_LAST came in averaging _STAT_ per game and has scored _STAT_ or more in STAT of the Bucks' last nine games.
"('MIL', 'fg3', '10')", Milwaukee shot 10 of 17 on 3 pointers and 51.4 percent overall for the game.
"('Green,Danny', 'pts', '11')","Richard Jefferson scored 13 points, while PLAYER_FIRST PLAYER_LAST finished with STAT points."
"('Gay,Rudy', 'stl', '2')","With STAT steals, PLAYER_LAST moved within STAT of tying Shane Battier for the career franchise lead in that category."
"('Gay,Rudy', 'stl', '2')","With STAT steals, PLAYER_LAST moved within STAT of tying Shane Battier for the career franchise lead in that category."
"('SAS', 'trb', '46')","San Antonio outrebounded Memphis 46 37, including 14 offensive boards, and held a 32 28 advantage in the paint."
"('SAS', 'orb', '14')","San Antonio outrebounded Memphis 46 37, including 14 offensive boards, and held a 32 28 advantage in the paint."
"('SAS', 'fg', '32')","San Antonio outrebounded Memphis 46 37, including 14 offensive boards, and held a 32 28 advantage in the paint."
"('Mayo,O.J.', 'pts', '17')","PLAYER_LAST led Memphis with STAT points, shooting 7 of 11."
"('Mayo,O.J.', 'fg', '7')",PLAYER_LAST led Memphis with 17 shooting STAT of 11.
"('Bonner,Matt', 'fg', '5')", San Antonio shot STAT of 10 from outside the arc in the first half as PLAYER_LAST hit a trio of 3 pointers.
"('Bonner,Matt', 'fg3', '5')", San Antonio shot STAT of 10 from outside the arc in the first half as PLAYER_LAST hit a trio of 3 pointers.
"('SAS', 'fg3', '10')"," Rookie Kawhi Leonard had _STAT_ rebounds for the Spurs, who snapped a two game skid."
"('Conley,Mike', 'pts', '15')","PLAYER_FIRST PLAYER_LAST had STAT points for Memphis, and Marreese Speights scored 10, all in the first quarter."
"('Parker,Tony', 'pts', '5')","Even though PLAYER_LAST managed only STAT points, he did hand out 12 assists, two less than the entire Grizzlies team."
"('Parker,Tony', 'ast', '12')","Even though PLAYER_LAST managed only five he did hand out STAT assists, two less than the entire Grizzlies team."
"('Parker,Tony', 'fg', '2')","Even though PLAYER_LAST managed only five he did hand out 12 assists, STAT less than the entire Grizzlies team."
"('MEM', 'fg3', '3')",The Grizzlies were 1 3 on a West Coast swing.
"('Leonard,Kawhi', 'pts', '12')"," Rookie PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for the Spurs, who snapped a two game skid."
"('Leonard,Kawhi', 'trb', '10')"," Rookie PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Spurs, who snapped a two game skid."
"('Gay,Rudy', 'pts', '1')","PLAYER_LAST finished with STAT point, missing all seven of his shots."
"('Jefferson,Richard', 'pts', '13')","PLAYER_FIRST PLAYER_LAST scored STAT points, while Danny Green finished with 11 points."
"('SAS', 'fg3', '10')", San Antonio shot 5 of 10 from outside the arc in the first half as Bonner hit a trio of 3 pointers.
"('Marion,Shawn', 'pts', '20')","Longtime Sun PLAYER_FIRST PLAYER_LAST scored STAT for the Mavericks, winners of three straight and six of seven."
"('Carter,Vince', 'pts', '21')","PLAYER_FIRST Carter, still being paid by Phoenix after the Suns waived him before the season began, scored STAT for the second night in a row."
"('DAL', 'pts', '122')","The Mavericks have scored 116, 101 and 122 in their last three games after reaching the century mark four times in their first 19 games."
"('Nowitzki,Dirk', 'pts', '10')",PLAYER_FIRST PLAYER_LAST had STAT points in his second game back after missing four games to rest his sore right knee.
"('Nowitzki,Dirk', 'fg', '4')",PLAYER_FIRST PLAYER_LAST had _STAT_ in his second game back after missing STAT games to rest his sore right knee.
"('DAL', 'fg3', '14')","Dallas shot 55 percent, including 14 of 27 on 3 pointers."
"('West,Delonte', 'pts', '25')","PLAYER_FIRST PLAYER_LAST scored a season high STAT for Dallas on 9 of 12 shooting, including 5 of 6 3 pointers."
"('West,Delonte', 'fg', '9')","PLAYER_FIRST PLAYER_LAST scored a season high 25 for Dallas on STAT of 12 shooting, including 5 of 6 3 pointers."
"('West,Delonte', 'fg3', '5')","PLAYER_FIRST PLAYER_LAST scored a season high 25 for Dallas on 9 of 12 shooting, including STAT of 6 3 pointers."
"('Gortat,Marcin', 'pts', '17')",PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Phoenix.
"('Gortat,Marcin', 'trb', '10')",PLAYER_FIRST PLAYER_LAST had STAT rebounds for Phoenix.
"('DAL', 'pts', '122')", The _STAT_ points surpassed Dallas' 116 against Utah two games ago.
"('Dudley,Jared', 'pts', '15')","PLAYER_LAST added STAT points, Sebastian Telfair 13 and Grant Hill 12."
"('Telfair,Sebastian', 'pts', '13')","Dudley added 15 points, PLAYER_FIRST PLAYER_LAST STAT and Grant Hill 12."
"('Miles,C.J.', 'pts', '15')","Miles, who had STAT points off the bench for Utah."
"('Hayward,Gordon', 'pts', '12')",PLAYER_LAST shook off an 0 for 8 start to finish with STAT points.
"('Hayward,Gordon', 'fg', '3')",PLAYER_LAST hit a STAT pointer to tie it at 65 with 1:26 left in the quarter.
"('UTA', 'trb', '51')","Paul Millsap led Utah with 15 rebounds, and the Jazz held a 51 37 edge on the boards."
"('Aldridge,LaMarcus', 'fg3', '0')"," percent at one point in the first half, and PLAYER_FIRST PLAYER_LAST started lighting them up in the second."
"('Wallace,Gerald', 'fg3', '0')",PLAYER_FIRST PLAYER_LAST was assessed a technical foul in the fourth quarter in the midst of the 13 STAT Jazz run.
"('Harris,Devin', 'fg3', '0')", The Jazz started their comeback late in the third with a 10 STAT run behind point guard PLAYER_FIRST Harris.
"('Harris,Devin', 'fg3', '0')", The Jazz started their comeback late in the third with a 10 STAT run behind point guard PLAYER_FIRST Harris.
"('Aldridge,LaMarcus', 'pts', '25')","""We definitely had control and we let it slip away,"" said Aldridge, who finished with STAT points and seven rebounds."
"('Aldridge,LaMarcus', 'trb', '7')","""We definitely had control and we let it slip away,"" said Aldridge, who finished with STAT rebounds."
"('Camby,Marcus', 'fg3', '0')"," percent at one point in the first half, and LaPLAYER_FIRST Aldridge started lighting them up in the second."
"('Crawford,Jamal', 'fg3', '0')","But Hayward blocked Crawford's layup, and Millsap hit a jumper for a five point Jazz lead with 1:43 left."
"('Millsap,Paul', 'fg3', '0')","But Hayward blocked Crawford's layup, and PLAYER_LAST hit a jumper for a five point Jazz lead with 1:43 left."
"('POR', 'pts', '89')","Yet the second year pro kept playing and hustling, and it ultimately paid off in a 93 89 victory over the Portland Trail Blazers."
"('Millsap,Paul', 'pts', '19')","PLAYER_FIRST PLAYER_LAST led Utah with STAT points and 15 rebounds, and the Jazz held a 51 37 edge on the boards."
"('Millsap,Paul', 'trb', '15')","PLAYER_FIRST PLAYER_LAST led Utah with STAT rebounds, and the Jazz held a 51 37 edge on the boards."
"('Butler,Caron', 'fg3', '4')","They made 10 3s in the first half, led by STAT from Butler, who connected from his favorite spot in the left corner."
"('LAC', 'fg3', '13')",The Clippers made 13 3 pointers    just off their season high of 14 against Denver on Sunday.
"('Jordan,DeAndre', 'pts', '11')","Jordan, who had STAT points and STAT rebounds, couldn't help himself."
"('Jordan,DeAndre', 'trb', '11')","Jordan, who had STAT STAT rebounds, couldn't help himself."
"('Jordan,DeAndre', 'pts', '11')","Jordan, who had STAT points and STAT rebounds, couldn't help himself."
"('Jordan,DeAndre', 'trb', '11')","Jordan, who had STAT STAT rebounds, couldn't help himself."
"('Billups,Chauncey', 'fg3', '2')","The flurry by Williams (STAT), Butler (one) and PLAYER_LAST (one) stopped the Thunder's 11 STAT run that had drawn them within six points."
"('Williams,Mo', 'stl', '2')",PLAYER_LAST and Butler had STAT steals in the run.
"('Durant,Kevin', 'fg3', '4')",PLAYER_LAST and Westbrook have scored at least _STAT_ each 37 times in their STAT seasons together.
"('Cook,Daequan', 'pts', '12')",PLAYER_FIRST PLAYER_LAST was the only other Oklahoma City player in double figures with STAT points.
"('Allen,Ray', 'fg', '4')",PLAYER_LAST had missed three of Boston's previous STAT games with an ankle injury.
"('BOS', 'fg3', '5')",Boston opens a five game homestand Wednesday against the Raptors and will host the New York Knicks on Friday.
"('Bass,Brandon', 'pts', '13')"," Garnett and PLAYER_FIRST PLAYER_LAST added STAT points apiece for the Celtics, who were again without All Star point guard Rajon Rondo."
"('Bass,Brandon', 'fg3', '0')"," Garnett and PLAYER_FIRST PLAYER_LAST added _STAT_ apiece for the Celtics, who were again without All Star point guard Rajon Rondo."
"('Irving,Kyrie', 'pts', '21')","""We just couldn't finish it off,"" said Irving, who scored 13 of his STAT points in the fourth quarter."
"('Garnett,Kevin', 'pts', '13')"," PLAYER_LAST and Brandon Bass added STAT points apiece for the Celtics, who were again without All Star point guard Rajon Rondo."
"('Garnett,Kevin', 'fg3', '0')"," PLAYER_LAST and Brandon Bass added _STAT_ apiece for the Celtics, who were again without All Star point guard Rajon Rondo."
"('BOS', 'pts', '93')", seconds left to give the Celtics a 93 87 lead.
"('Williams,Deron', 'pts', '34')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Nets, who have lost two straight overall and nine straight against the Pacers."
"('Granger,Danny', 'pts', '21')"," PLAYER_FIRST PLAYER_LAST had STAT points and seven rebounds and Roy Hibbert had _STAT_ points and 14 rebounds, his ninth double double of the year."
"('Granger,Danny', 'trb', '7')"," PLAYER_FIRST PLAYER_LAST had STAT rebounds and Roy Hibbert had 14 rebounds, his ninth double double of the year."
"('NJN', 'tov', '19')"," Johnson was also unhappy with the Nets' 19 turnovers, which the Pacers turned into 30 a season best for the Pacers."
"('IND', 'tov', '19')"," Johnson was also unhappy with the Nets' 19 turnovers, which the Pacers turned into 30 a season best for the Pacers."
"('Granger,Danny', 'fg3', '0')","George hit another 3 pointer, PLAYER_LAST scored and Collison scored on a three point play to give the Pacers a 13 10 lead."
"('NJN', 'fg3', '12')","""Our team got down 12 or 14 but we kept battling and then we got within striking distance,"" Nets coach Avery Johnson said."
"('George,Paul', 'pts', '24')",PLAYER_LAST scored a career high STAT points to lead the Pacers to a 106 99 win over the Nets on Tuesday night.
"('Hill,George', 'fg3', '0')","PLAYER_FIRST hit another 3 pointer, Granger scored and Collison scored on a three point play to give the Pacers a 13 10 lead."
"('IND', 'fg3', '4')",Things started out shaky for Indiana as the Pacers turned the ball over on four of their first five trips down the floor.
"('Hibbert,Roy', 'fg', '7')"," Danny Granger had STAT rebounds and PLAYER_FIRST PLAYER_LAST had 14 rebounds, his ninth double double of the year."
"('Hibbert,Roy', 'pts', '18')"," Danny Granger had _STAT_ points and seven rebounds and PLAYER_FIRST PLAYER_LAST had STAT points and 14 rebounds, his ninth double double of the year."
"('Hibbert,Roy', 'trb', '14')"," Danny Granger had seven rebounds and PLAYER_FIRST PLAYER_LAST had STAT rebounds, his ninth double double of the year."
"('Collison,Darren', 'fg3', '0')","George hit another 3 pointer, Granger scored and PLAYER_LAST scored on a three point play to give the Pacers a 13 10 lead."
"('IND', 'pts', '106')",George scored a career high _STAT_ points to lead the Pacers to a 106 99 win over the Nets on Tuesday night.
"('NJN', 'pts', '99')",George scored a career high _STAT_ points to lead the Pacers to a 106 99 win over the Nets on Tuesday night.
"('TOR', 'fg3', '4')"," Atlanta's leading scorer, Johnson has averaged _STAT_ in his past four games against Toronto."
"('ATL', 'fg3', '7')","The Hawks made eight turnovers in the first quarter, but had just seven more the rest of the way."
"('Williams,Marvin', 'pts', '10')","Jeff Teague, PLAYER_FIRST PLAYER_LAST and Zaza Pachulia each scored STAT points as the Hawks won their third straight."
"('Johnson,Amir', 'fg', '1')",RONTO     Joe PLAYER_LAST needed just three quarters to have STAT of his best games of the season.
"('Johnson,Joe', 'fg', '13')","""That's the type of player he is,"" McGrady said of Johnson, who made STAT of his _STAT_ field goal attempts."
"('Johnson,Joe', 'fg3', '3')",RONTO     PLAYER_FIRST PLAYER_LAST needed just STAT quarters to have one of his best games of the season.
"('Johnson,James', 'fg', '4')"," Atlanta's leading scorer, PLAYER_LAST has averaged _STAT_ in his past STAT games against Toronto."
"('Johnson,Joe', 'pts', '30')"," Atlanta's leading scorer, PLAYER_LAST has averaged STAT points in his past four games against Toronto."
"('Pachulia,Zaza', 'pts', '10')","Jeff Teague, Marvin Williams and PLAYER_FIRST PLAYER_LAST each scored STAT points as the Hawks won their third straight."
"('Teague,Jeff', 'pts', '10')","PLAYER_FIRST Teague, Marvin Williams and Zaza Pachulia each scored STAT points as the Hawks won their third straight."
"('Davis,Ed', 'pts', '11')"," PLAYER_FIRST PLAYER_LAST had STAT points and matched a season high with STAT rebounds, his first double double of the season."
"('Davis,Ed', 'trb', '11')"," PLAYER_FIRST PLAYER_LAST had STAT matched a season high with STAT rebounds, his first double double of the season."
"('Davis,Ed', 'pts', '11')"," PLAYER_FIRST PLAYER_LAST had STAT points and matched a season high with STAT rebounds, his first double double of the season."
"('Davis,Ed', 'trb', '11')"," PLAYER_FIRST PLAYER_LAST had STAT matched a season high with STAT rebounds, his first double double of the season."
"('Forbes,Gary', 'pts', '10')",PLAYER_FIRST PLAYER_LAST added STAT points for Toronto.
"('Bayless,Jerryd', 'pts', '14')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Raptors, who lost their third home game in a row."
"('Walker,Henry', 'pts', '11')","All 12 players scored Tuesday, with reserve Bill PLAYER_LAST chipping in STAT points."
"('Fields,Landry', 'fg3', '4')"," Fields, who has played better lately after struggling early, made all six of his attempts in the first half, including STAT 3 pointers."
"('Chandler,Tyson', 'pts', '17')","PLAYER_FIRST PLAYER_LAST had STAT points and Amare Stoudemire 15 for the Knicks, whose slumbering offense awoke in just their second victory in 11 games."
"('Conley,Mike', 'pts', '11')",PLAYER_LAST finished with STAT points.
"('MEM', 'orb', '17')","Among the Grizzlies rebounding stats were 17 offensive boards, including the two key ones before Mayo's basket."
"('Hilario,Nene', 'pts', '14')",PLAYER_FIRST scored STAT points and Ty Lawson had 12 points.
"('MEM', 'fg3', '6')"," Memphis trailed by as many as 13 in the game, and still was down 10 with just over 6 minutes left in regulation."
"('Gay,Rudy', 'fg3', '2')","PLAYER_LAST was STAT of 8 in the half, while Gasol was STAT of 6."
"('Gay,Rudy', 'fg3', '2')","PLAYER_LAST was STAT of 8 in the half, while Gasol was STAT of 6."
"('Lawson,Ty', 'pts', '12')",Nene scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT points.
"('Fernandez,Rudy', 'fg', '0')","PLAYER_FIRST Fernandez's potential tying 3 point attempt in the closing seconds for Denver bounced off the rim, sending the Nuggets to their second straight loss."
"('Fernandez,Rudy', 'fg3', '0')","PLAYER_FIRST Fernandez's potential tying 3 point attempt in the closing seconds for Denver bounced off the rim, sending the Nuggets to their second straight loss."
"('Fernandez,Rudy', 'pts', '0')","PLAYER_FIRST Fernandez's potential tying 3 point attempt in the closing seconds for Denver bounced off the rim, sending the Nuggets to their second straight loss."
"('Gay,Rudy', 'fg3', '2')",""" Game notes
 PLAYER_LAST had STAT steals, tying him with Shane Battier as the franchise leader with 523."
"('Gay,Rudy', 'stl', '2')",""" Game notes
 PLAYER_LAST had STAT steals, tying him with Shane Battier as the franchise leader with 523."
"('Mayo,O.J.', 'trb', '2')"," Mayo's basket, which came after the Grizzlies scrapped for STAT offensive rebounds to retain possession, gave Memphis a 98 97 lead."
"('Miller,Andre', 'pts', '20')",PLAYER_FIRST PLAYER_LAST had STAT points on 8 of 13 from the field.
"('Miller,Andre', 'fg', '8')",PLAYER_FIRST PLAYER_LAST had _STAT_ on STAT of 13 from the field.
"('Gallinari,Danilo', 'fg', '1')","PLAYER_FIRST Gallinari, Denver's leading scorer with a 17.9 average, ended the night going STAT of 10 from the field, scoring only eight points."
"('Gallinari,Danilo', 'pts', '8')","PLAYER_FIRST Gallinari, Denver's leading scorer with a 17.9 average, ended the night going 1 of 10 from the field, scoring only STAT points."
"('Harrington,Al', 'pts', '23')","PLAYER_FIRST PLAYER_LAST led Denver with STAT points, 21 after halftime, and 10 rebounds."
"('Harrington,Al', 'trb', '10')","PLAYER_FIRST PLAYER_LAST led Denver with 23 21 after halftime, and STAT rebounds."
"('DEN', 'fg3', '7')",The Nuggets entered with identical 7 3 records on the road and at home.
"('Mayo,O.J.', 'trb', '2')","Among the Grizzlies rebounding stats were 17 offensive boards, including the STAT key ones before Mayo's basket."
"('Allen,Tony', 'pts', '17')","PLAYER_FIRST PLAYER_LAST had STAT points and four blocks, and his defensive pressure in the second half keyed a Grizzlies rally."
"('Allen,Tony', 'blk', '4')","PLAYER_FIRST PLAYER_LAST had STAT blocks, and his defensive pressure in the second half keyed a Grizzlies rally."
"('Lawson,Ty', 'fg3', '2')",Denver guard PLAYER_FIRST PLAYER_LAST was playing his first game after missing STAT with a right ankle sprain.
"('Curry,Stephen', 'fg3', '0')","PLAYER_LAST entered in the fourth with 15.1 seconds remaining, giving Golden State a four point lead by making one of two free throws."
"('Curry,Stephen', 'fg', '1')","PLAYER_LAST entered in the fourth with 15.1 seconds remaining, giving Golden State a four point lead by making STAT of two free throws."
"('Curry,Stephen', 'ft', '1')","PLAYER_LAST entered in the fourth with 15.1 seconds remaining, giving Golden State a four point lead by making STAT of two free throws."
"('SAC', 'fg3', '6')",Golden State pulled to 47 all on a jumper by Ellis early in the third quarter before Sacramento answered with six straight points.
"('SAC', 'ast', '21')",Tyreke Evans had 22 _STAT_ rebounds and nine assists and DeMarcus Cousins added _STAT_ rebounds in Sacramento's fifth straight loss.
"('Cousins,DeMarcus', 'pts', '21')","Tyreke Evans had 22 points, _STAT_ rebounds and nine assists and PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds in Sacramento's fifth straight loss."
"('Cousins,DeMarcus', 'trb', '14')",Tyreke Evans had 22 _STAT_ rebounds and nine assists and PLAYER_FIRST PLAYER_LAST added STAT rebounds in Sacramento's fifth straight loss.
"('Evans,Tyreke', 'pts', '22')","PLAYER_FIRST PLAYER_LAST had STAT points, _STAT_ rebounds and nine assists and DeMarcus Cousins added _STAT_ points and _STAT_ rebounds in Sacramento's fifth straight loss."
"('Evans,Tyreke', 'trb', '10')",PLAYER_FIRST PLAYER_LAST had 22 STAT rebounds and nine assists and DeMarcus Cousins added _STAT_ rebounds in Sacramento's fifth straight loss.
"('Evans,Tyreke', 'fg', '9')",PLAYER_FIRST PLAYER_LAST had 22 _STAT_ rebounds and STAT assists and DeMarcus Cousins added _STAT_ rebounds in Sacramento's fifth straight loss.
"('Evans,Tyreke', 'ast', '9')",PLAYER_FIRST PLAYER_LAST had 22 _STAT_ rebounds and STAT assists and DeMarcus Cousins added _STAT_ rebounds in Sacramento's fifth straight loss.
"('Bynum,Andrew', 'fg3', '0')"," With Bryant on the bench the entire fourth, soon joined by Bynum, the Lakers' reserves put on a 3 point shooting clinic."
"('CHA', 'pts', '73')","The Bobcats actually outscored Los Angeles in the third, 22 13, as Bryant went scoreless, but they still trailed 73 58."
"('Murphy,Troy', 'pts', '12')",PLAYER_LAST finished with STAT points and Barnes 10.
"('Gasol,Pau', 'fg', '5')","Bryant, Fisher and Metta World Peace sat out the entire fourth quarter, when Bynum and PLAYER_LAST each played less than STAT minutes."
"('Brown,Derrick', 'pts', '12')",PLAYER_FIRST PLAYER_LAST added STAT points and Kemba Walker STAT coming off his triple double against Washington on Saturday.
"('Brown,Derrick', 'pts', '12')",PLAYER_FIRST PLAYER_LAST added STAT points and Kemba Walker STAT coming off his triple double against Washington on Saturday.
"('Walker,Kemba', 'pts', '12')",Derrick Brown added STAT points and PLAYER_FIRST PLAYER_LAST STAT coming off his triple double against Washington on Saturday.
"('Walker,Kemba', 'pts', '12')",Derrick Brown added STAT points and PLAYER_FIRST PLAYER_LAST STAT coming off his triple double against Washington on Saturday.
"('ORL', 'fg3', '13')",Orlando had 13 3s as a team.
"('Vesely,Jan', 'fg', '0')",Redick added _STAT_ each in the Magic's first 100 point game since a win at Indiana on Jan.
"('Vesely,Jan', 'fg3', '0')",Redick added _STAT_ each in the Magic's first 100 point game since a win at Indiana on Jan.
"('Vesely,Jan', 'pts', '0')",Redick added _STAT_ points each in the Magic's first 100 point game since a win at Indiana on Jan.
"('Redick,J.J.', 'pts', '21')",PLAYER_LAST added STAT points each in the Magic's first 100 point game since a win at Indiana on Jan.
"('Lewis,Rashard', 'pts', '20')", Nick Young had _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for Washington.
"('ORL', 'pts', '109')","Minus a few late scares, Orlando found the remedy it was looking for in the form of a 109 103 victory."
"('Young,Nick', 'pts', '24')", PLAYER_FIRST PLAYER_LAST had STAT points and Rashard Lewis added 20 for Washington.
"('Allen,Lavoy', 'pts', '15')","Thaddeus Young scored 19 points, PLAYER_FIRST PLAYER_LAST had STAT and Lou Williams 14, all off the bench for the Sixers."
"('Watson,C.J.', 'pts', '20')",PLAYER_LAST scored STAT points and Rose had 18 for the Bulls.
"('CHI', 'tov', '17')",Chicago's _STAT_ turnovers were turned into _STAT_ for the Sixers.
"('Rose,Derrick', 'fg3', '1')",Iguodala outplayed PLAYER_FIRST PLAYER_LAST and stuffed a month's worth of dazzling highlight video plays into STAT game.
"('Rose,Derrick', 'fg3', '1')",PLAYER_LAST went STAT for 5 from the floor and the Bulls missed 13 of 16 shots in the quarter.
"('Rose,Derrick', 'pts', '18')",Watson scored _STAT_ points and PLAYER_LAST had STAT for the Bulls.
"('Young,Thaddeus', 'pts', '19')","PLAYER_FIRST PLAYER_LAST scored STAT points, Lavoy Allen had 15 and Lou Williams 14, all off the bench for the Sixers."
"('Allen,Ray', 'pts', '12')","Paul Pierce had _STAT_ points and eight assists, PLAYER_FIRST PLAYER_LAST and Brandon Bass added STAT points apiece and Avery Bradley scored 11 for the Celtics."
"('Pierce,Paul', 'pts', '17')","PLAYER_FIRST PLAYER_LAST had STAT points and eight assists, Ray Allen and Brandon Bass added _STAT_ points apiece and Avery Bradley scored 11 for the Celtics."
"('Pierce,Paul', 'ast', '8')","PLAYER_FIRST PLAYER_LAST had STAT assists, Ray Allen and Brandon Bass added _STAT_ apiece and Avery Bradley scored 11 for the Celtics."
"('Davis,Ed', 'pts', '10')",Jerryd Bayless scored 14 and PLAYER_FIRST PLAYER_LAST finished with STAT points and _STAT_ rebounds for the Raptors.
"('Davis,Ed', 'trb', '12')",Jerryd Bayless scored 14 and PLAYER_FIRST PLAYER_LAST finished with STAT rebounds for the Raptors.
"('TOR', 'orb', '10')",Jerryd Bayless scored 14 and Ed Davis finished with _STAT_ rebounds for the Raptors.
"('Pierce,Paul', 'pts', '17')",PLAYER_LAST also had six of Boston's STAT assists in the half as the Celtics passed the ball on nearly every possession and shared the scoring.
"('Bayless,Jerryd', 'pts', '14')",PLAYER_FIRST PLAYER_LAST scored STAT and Ed Davis finished with _STAT_ points and _STAT_ rebounds for the Raptors.
"('BOS', 'fg3', '12')","Paul Pierce had eight assists, Ray Allen and Brandon Bass added _STAT_ apiece and Avery Bradley scored 11 for the Celtics."
"('Bass,Brandon', 'pts', '12')","Paul Pierce had _STAT_ points and eight assists, Ray Allen and PLAYER_FIRST PLAYER_LAST added STAT points apiece and Avery Bradley scored 11 for the Celtics."
"('Bradley,Avery', 'pts', '11')","Paul Pierce had _STAT_ points and eight assists, Ray Allen and Brandon Bass added _STAT_ points apiece and PLAYER_FIRST PLAYER_LAST scored STAT for the Celtics."
"('NJN', 'pts', '99')","""I love it here,"" Williams deadpanned after he scored _STAT_ points to help the New Jersey Nets beat the Detroit Pistons 99 96 Wednesday night."
"('Bogans,Keith', 'pts', '2')","The coach estimated that PLAYER_LAST would play ""a minimum of 12 minutes."" PLAYER_LAST scored STAT points in 18 minutes."
"('Williams,Jordan', 'fg', '3')",Deron Williams' teammates fumbled a half dozen of his passes in the first STAT quarters.
"('Bogans,Keith', 'pts', '2')","""PLAYER_LAST can play the STAT or the three, has the respect of the officials (and) can make a three,"" Johnson said."
"('DET', 'pts', '96')","""I love it here,"" Williams deadpanned after he scored _STAT_ points to help the New Jersey Nets beat the Detroit Pistons 99 96 Wednesday night."
"('Williams,Jordan', 'pts', '9')",PLAYER_LAST shot 12 for 21 from the field and had STAT assists on the Nets' 38 baskets.
"('Knight,Brandon', 'fg3', '1')","""Going STAT on STAT with Deron Williams is very tough,"" PLAYER_LAST said."
"('Knight,Brandon', 'fg3', '1')","""Going STAT on STAT with Deron Williams is very tough,"" PLAYER_LAST said."
"('NJN', 'fg3', '8')"," The Nets dressed only eight players due to injuries to centers Brook Lopez and Mehmet Okur, forward Damion James and guard MarShon Brooks."
"('Farmar,Jordan', 'pts', '15')","Kris Humphries had 18 points, PLAYER_FIRST PLAYER_LAST added STAT and Shawne Williams STAT for the Nets."
"('Farmar,Jordan', 'pts', '15')","Kris Humphries had 18 points, PLAYER_FIRST PLAYER_LAST added STAT and Shawne Williams STAT for the Nets."
"('Monroe,Greg', 'pts', '21')","PLAYER_FIRST PLAYER_LAST and Tayshaun Prince scored STAT points each for the Pistons, who have lost 20 of 24 this season."
"('Knight,Brandon', 'pts', '15')","Detroit rookie point guard PLAYER_FIRST PLAYER_LAST added STAT points, Jonas Jerebko had 14 and Walker Russell Jr."
"('NJN', 'fg3', '8')",It was the fifth straight game Williams scored 20 or more as the Nets improved to 8 15.
"('NJN', 'fg', '38')",Williams shot 12 for 21 from the field and had nine assists on the Nets' 38 baskets.
"('Williams,Deron', 'fg', '12')",PLAYER_LAST shot STAT for 21 from the field and had nine assists on the Nets' 38 baskets.
"('Williams,Deron', 'ast', '9')",PLAYER_LAST shot 12 for 21 from the field and had STAT assists on the Nets' 38 baskets.
"('Williams,Shelden', 'pts', '9')",PLAYER_LAST shot 12 for 21 from the field and had STAT assists on the Nets' 38 baskets.
"('Humphries,Kris', 'pts', '18')","PLAYER_FIRST PLAYER_LAST had STAT points, Jordan Farmar added 15 and Shawne Williams 15 for the Nets."
"('Jerebko,Jonas', 'pts', '14')","Detroit rookie point guard Brandon Knight added 15 points, PLAYER_FIRST PLAYER_LAST had STAT and Walker Russell Jr."
"('Bogans,Keith', 'pts', '2')", PLAYER_LAST scored STAT points in 18 minutes.
"('Prince,Tayshaun', 'pts', '21')","Greg Monroe and PLAYER_FIRST PLAYER_LAST scored STAT points each for the Pistons, who have lost 20 of 24 this season."
"('Williams,Deron', 'fg3', '1')","""Going STAT on STAT with PLAYER_FIRST PLAYER_LAST is very tough,"" Knight said."
"('Williams,Deron', 'fg3', '1')","""Going STAT on STAT with PLAYER_FIRST PLAYER_LAST is very tough,"" Knight said."
"('Williams,Shawne', 'fg3', '3')",Deron Williams' teammates fumbled a half dozen of his passes in the first STAT quarters.
"('Williams,Deron', 'pts', '26')","""I love it here,"" PLAYER_LAST deadpanned after he scored STAT points to help the New Jersey Nets beat the Detroit Pistons 99 96 Wednesday night."
"('Ariza,Trevor', 'pts', '15')","PLAYER_FIRST PLAYER_LAST added STAT points for New Orleans, while Emeka Okafor scored 11."
"('Summers,DaJuan', 'pts', '5')","PLAYER_LAST finished with STAT points and Belinelli, who played more minutes, scored 10."
"('Frye,Channing', 'pts', '16')",PLAYER_FIRST PLAYER_LAST added STAT points and Jared Dudley 15.
"('Westbrook,Russell', 'pts', '33')",PLAYER_LAST scored STAT points and Kevin Durant added _STAT_ points and _STAT_ rebounds as the Thunder beat the Dallas Mavericks 95 86 on Wednesday night.
"('DAL', 'pts', '86')",Westbrook scored _STAT_ points and Kevin Durant added _STAT_ points and _STAT_ rebounds as the Thunder beat the Dallas Mavericks 95 86 on Wednesday night.
"('Ibaka,Serge', 'trb', '11')","""He was amazing,"" Thunder coach Scott Brooks said of Ibaka, who also had STAT rebounds."
"('Durant,Kevin', 'pts', '23')",Westbrook scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds as the Thunder beat the Dallas Mavericks 95 86 on Wednesday night.
