event,sentence
"('Plumlee,Miles', 'pts', '15')","Morris' twin brother, Marcus, added _STAT_ points and Gerald Green and PLAYER_FIRST PLAYER_LAST each had STAT points."
"('Parker,Tony', 'fg3', '1')","""It was just STAT of those games,"" PLAYER_LAST said."
"('Griffin,Blake', 'pts', '27')", PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for the Clippers (3 3).
"('Griffin,Blake', 'trb', '14')", PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Clippers (3 3).
"('James,LeBron', 'fg3', '1')","PLAYER_LAST made STAT free throw to push Miami's lead to five, and that closed the scoring."
"('Teague,Jeff', 'fg3', '0')",Teague's basket made it a three point game and Millsap hit two free throws with 26 seconds left to make it 107 106.
"('Teague,Jeff', 'ft', '0')",Teague's basket made it a three point game and Millsap hit two free throws with 26 seconds left to make it 107 106.
"('Horford,Al', 'pts', '21')","PLAYER_FIRST Horford, who had STAT points, grabbed the rebound but his shot was off as time expired."
"('DEN', 'fg3', '14')",Evan Fournier hit two 3 pointers to bring Denver close after Atlanta had scored 14 straight to take a 10 point lead.
"('Lawson,Ty', 'fg3', '3')", Denver rallied to take the lead on Lawson's jumper with 1:46 left and his STAT pointer made it 107 102 with 59 seconds remaining.
"('Millsap,Paul', 'fg3', '2')",Teague's basket made it a three point game and PLAYER_LAST hit STAT free throws with 26 seconds left to make it 107 106.
"('Fournier,Evan', 'fg3', '2')",PLAYER_FIRST PLAYER_LAST hit STAT 3 pointers to bring Denver close after Atlanta had scored 14 straight to take a 10 point lead.
"('Lawson,Ty', 'ft', '2')","Robinson and Millsap traded free throws, and PLAYER_LAST hit 1 of STAT from the line to make it 109 107."
"('Robinson,Nate', 'ft', '1')","PLAYER_LAST and Millsap traded free throws, and Lawson hit STAT of 2 from the line to make it 109 107."
"('Millsap,Paul', 'fg3', '2')","Robinson and PLAYER_LAST traded free throws, and Lawson hit 1 of STAT from the line to make it 109 107."
"('Harden,James', 'pts', '35')","""I was in a rhythm, and then they started fouling Dwight,"" said Harden, who scored STAT points."
"('Beverley,Patrick', 'pts', '3')"," The Rockets had a chance to win it, but PLAYER_FIRST Beverley's STAT point attempt at the buzzer bounced off the backboard."
"('Harden,James', 'fg3', '3')",PLAYER_LAST had tied it up about a minute earlier on a STAT pointer.
"('Lin,Jeremy', 'tov', '3')","The Rockets got eight from PLAYER_FIRST PLAYER_LAST during that run, and the Lakers had STAT turnovers."
"('Harden,James', 'pts', '35')",Harden's seven points came in just STAT seconds.
"('Meeks,Jodie', 'pts', '18')","Meeks, who led the Lakers with STAT points, made a 3 pointer with less than two minutes remaining to cut the lead to two."
"('Howard,Dwight', 'pts', '15')","""Every loss hurts,"" said Howard, who had STAT points and 14 rebounds."
"('Howard,Dwight', 'trb', '14')","""Every loss hurts,"" said Howard, who had STAT rebounds."
"('Prigioni,Pablo', 'fg', '3')",PLAYER_FIRST Prigioni's STAT stretched the lead back to 19 and the Bobcats never challenged again.
"('Prigioni,Pablo', 'fg3', '3')",PLAYER_FIRST Prigioni's STAT stretched the lead back to 19 and the Bobcats never challenged again.
"('Felton,Raymond', 'pts', '15')",PLAYER_FIRST PLAYER_LAST added STAT points for the Knicks (2 3).
"('Walker,Kemba', 'pts', '25')"," PLAYER_FIRST Walker, who led the Bobcats with STAT points, said that's where his team fell short."
"('Hill,George', 'ast', '2')"," PLAYER_FIRST added eight rebounds, six assists and STAT steals."
"('Lowry,Kyle', 'pts', '12')","""They stopped sending guys to the (offensive) boards,"" said Raptors guard PLAYER_FIRST Lowry, who had STAT points, eight assists and seven rebounds."
"('Lowry,Kyle', 'ast', '8')","""They stopped sending guys to the (offensive) boards,"" said Raptors guard PLAYER_FIRST Lowry, who had 12 STAT assists and seven rebounds."
"('Lowry,Kyle', 'trb', '7')","""They stopped sending guys to the (offensive) boards,"" said Raptors guard PLAYER_FIRST Lowry, who had 12 eight assists and STAT rebounds."
"('Hill,George', 'pts', '14')","While PLAYER_FIRST had Hibbert's scoring and STAT points from PLAYER_FIRST Hill, Gay never received much support."
"('Watson,C.J.', 'fg', '3')",PLAYER_LAST scored _STAT_ in STAT games starting in Hill's place.
"('Hibbert,Roy', 'pts', '20')",PLAYER_FIRST PLAYER_LAST added a season high STAT points and seven rebounds as the Pacers remained the NBA's lone undefeated team.
"('Hibbert,Roy', 'trb', '7')",PLAYER_FIRST PLAYER_LAST added a season high STAT rebounds as the Pacers remained the NBA's lone undefeated team.
"('George,Paul', 'trb', '8')"," PLAYER_LAST added STAT rebounds, six assists and two steals."
"('George,Paul', 'ast', '6')"," PLAYER_LAST added eight rebounds, STAT assists and two steals."
"('George,Paul', 'fg3', '2')"," PLAYER_LAST added eight rebounds, six assists and STAT steals."
"('George,Paul', 'orb', '2')"," PLAYER_LAST added eight rebounds, six assists and STAT steals."
"('George,Paul', 'stl', '2')"," PLAYER_LAST added eight rebounds, six assists and STAT steals."
"('Hill,George', 'fg3', '3')",Watson scored _STAT_ in STAT games starting in Hill's place.
"('IND', 'fg3', '6')"," The Pacers improved to 6 0 for the first time since the 1970 71, when the club played in the ABA."
"('Hill,George', 'fg3', '3')","Game notes
PLAYER_LAST returned after missing STAT games with a sore left hip."
"('Johnson,Amir', 'pts', '12')",PLAYER_FIRST PLAYER_LAST added STAT points and 10 rebounds.
"('Johnson,Amir', 'trb', '10')",PLAYER_FIRST PLAYER_LAST added STAT rebounds.
"('Johnson,Amir', 'fg', '5')",Orlando PLAYER_LAST had STAT an assist in a 12 0 Pacers run early in the second quarter that tied it at 34.
"('Johnson,Amir', 'pts', '12')",Orlando PLAYER_LAST had five points and an assist in a STAT 0 Pacers run early in the second quarter that tied it at 34.
"('Johnson,Amir', 'fg3', '0')",Orlando PLAYER_LAST had five an assist in a 12 STAT Pacers run early in the second quarter that tied it at 34.
"('TOR', 'fg', '32')",Toronto used a 19 7 run over the final 5:17 of the first quarter to lead 32 22.
"('Oladipo,Victor', 'fg', '3')",PLAYER_LAST then missed a desperation STAT pointer off the backboard at the buzzer.
"('Bradley,Avery', 'pts', '14')",PLAYER_FIRST PLAYER_LAST added STAT points and eight rebounds for the Celtics.
"('Bradley,Avery', 'trb', '8')",PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Celtics.
"('Afflalo,Arron', 'pts', '23')","PLAYER_LAST led the Magic, who had their three game win streak ended, with STAT points."
"('ORL', 'fg3', '4')",He promptly completed the four point play to pull the Magic within 86 84.
"('BOS', 'fg3', '2')",Boston survived a 36 percent shooting night from the field and 2 for 14 performance from beyond the arc.
"('Bradley,Avery', 'fg3', '1')",PLAYER_LAST was fouled and connected on STAT of his 2 attempts.
"('Vucevic,Nikola', 'pts', '14')",Nik PLAYER_LAST finished with STAT points and _STAT_ rebounds but was mostly bottled up by Boston's defense.
"('Vucevic,Nikola', 'trb', '13')",Nik PLAYER_LAST finished with STAT rebounds but was mostly bottled up by Boston's defense.
"('Hawes,Spencer', 'pts', '10')",PLAYER_FIRST PLAYER_LAST scored STAT points.
"('Miles,C.J.', 'pts', '13')",PLAYER_LAST added STAT each.
"('Bynum,Andrew', 'pts', '4')","PLAYER_LAST had been acquired by the Sixers in a STAT team, 12 player trade in the summer of 2012."
"('Bynum,Andrew', 'pts', '4')","Booed every time he touched the ball, PLAYER_LAST played 18 minutes in a reserve role and finished with STAT points and five rebounds."
"('Bynum,Andrew', 'trb', '5')","Booed every time he touched the ball, PLAYER_LAST played 18 minutes in a reserve role and finished with four STAT rebounds."
"('Bynum,Andrew', 'fg', '2')"," The buzz leading into the game was the return of Bynum, who signed a STAT year, $24 million contract with the Cavaliers in July."
"('Waiters,Dion', 'pts', '18')", PLAYER_FIRST PLAYER_LAST led the Cavaliers with STAT points while Jarrett Jack and C.J.
"('BRK', 'fg3', '6')",The Nets also went 6 for 24 from 3 point range.
"('BRK', 'fg3', '6')",The Nets dominated in second chance points: 17 0 at halftime and 21 6 for the game.
"('Pierce,Paul', 'fg', '1')","Pierce, who was a game time decision to play after missing the morning shootaround with an illness, finished STAT for 5."
"('Garnett,Kevin', 'fg', '2')",PLAYER_LAST was STAT for 11 and had a dunk attempt emphatically stuffed by Nene in the third quarter.
"('Johnson,Joe', 'pts', '16')","Brook Lopez scored 23 points, and PLAYER_LAST had STAT for the Nets, who are 2 0 at home and 0 3 on the road."
"('Johnson,Joe', 'fg3', '2')","Brook Lopez scored 23 and PLAYER_LAST had 16 for the Nets, who are STAT 0 at home and 0 3 on the road."
"('Lopez,Brook', 'pts', '23')","Brooklyn committed STAT turnovers, including nine in the third quarter, essentially cancelling out its 51 36 rebounding advantage."
"('Lopez,Brook', 'pts', '23')","PLAYER_FIRST PLAYER_LAST scored STAT points, and Johnson had 16 for the Nets, who are 2 0 at home and 0 3 on the road."
"('Lopez,Brook', 'fg3', '0')","PLAYER_FIRST PLAYER_LAST scored 23 and Johnson had 16 for the Nets, who are 2 STAT at home and STAT 3 on the road."
"('Lopez,Brook', 'fg3', '0')","PLAYER_FIRST PLAYER_LAST scored 23 and Johnson had 16 for the Nets, who are 2 STAT at home and STAT 3 on the road."
"('Blatche,Andray', 'pts', '10')","Ex Wizards forward PLAYER_FIRST Blatche, booed every time he touched the ball, added STAT points and 13 rebounds."
"('Blatche,Andray', 'trb', '13')","Ex Wizards forward PLAYER_FIRST Blatche, booed every time he touched the ball, added STAT rebounds."
"('WAS', 'fg3', '10')","Ex Wizards forward Andray Blatche, booed every time he touched the ball, added 13 rebounds."
"('Westbrook,Russell', 'pts', '20')",PLAYER_LAST scored STAT points despite missing 14 of his _STAT_ field goal attempts.
"('Durant,Kevin', 'trb', '8')","PLAYER_LAST and Russell Westbrook combined for _STAT_ in the half, while Monroe had STAT rebounds for Detroit."
"('Durant,Kevin', 'pts', '37')","He sat out large portions of the second half and PLAYER_LAST finished with STAT points, eight rebounds and seven assists."
"('Durant,Kevin', 'trb', '8')",He sat out large portions of the second half and PLAYER_LAST finished with 37 STAT rebounds and seven assists.
"('Durant,Kevin', 'ast', '7')",He sat out large portions of the second half and PLAYER_LAST finished with 37 eight rebounds and STAT assists.
"('Monroe,Greg', 'fg', '8')","Durant and Russell Westbrook combined for _STAT_ in the half, while PLAYER_LAST had STAT rebounds for Detroit."
"('Hayward,Gordon', 'pts', '15')","PLAYER_FIRST PLAYER_LAST led the Jazz with STAT points, while Derrick Favors and Alec Burks had _STAT_ points apiece, and Rudy Gobert grabbed 12 rebounds."
"('Favors,Derrick', 'pts', '10')","Gordon Hayward led the Jazz with 15 points, while PLAYER_FIRST PLAYER_LAST and Alec Burks had STAT points apiece, and Rudy Gobert grabbed 12 rebounds."
"('Boozer,Carlos', 'pts', '18')","PLAYER_FIRST PLAYER_LAST added STAT points, Joakim Noah had 14 and Derrick Rose 12 for the Bulls."
"('CHI', 'fg', '38')", Chicago built its biggest lead of the first half at 38 22 with 8:10 left in the second quarter and never looked back.
"('Gobert,Rudy', 'trb', '12')","Gordon Hayward led the Jazz with 15 while Derrick Favors and Alec Burks had _STAT_ apiece, and PLAYER_FIRST PLAYER_LAST grabbed STAT rebounds."
"('Noah,Joakim', 'pts', '14')","Carlos Boozer added 18 points, PLAYER_FIRST PLAYER_LAST had STAT and Derrick Rose 12 for the Bulls."
"('Rose,Derrick', 'pts', '12')","Gordon Hayward led the Jazz with 15 points, while PLAYER_FIRST Favors and Alec Burks had _STAT_ points apiece, and Rudy Gobert grabbed STAT rebounds."
"('Rose,Derrick', 'pts', '12')","Carlos Boozer added 18 points, Joakim Noah had 14 and PLAYER_FIRST PLAYER_LAST STAT for the Bulls."
"('Burks,Alec', 'pts', '10')","Gordon Hayward led the Jazz with 15 points, while Derrick Favors and PLAYER_FIRST PLAYER_LAST had STAT points apiece, and Rudy Gobert grabbed 12 rebounds."
"('Martin,Kevin', 'pts', '32')", PLAYER_FIRST PLAYER_LAST added STAT points and five rebounds and Corey Brewer scored _STAT_ points to help the Timberwolves snap a two game skid.
"('Martin,Kevin', 'trb', '5')", PLAYER_FIRST PLAYER_LAST added STAT rebounds and Corey Brewer scored _STAT_ to help the Timberwolves snap a two game skid.
"('Pekovic,Nikola', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT points and six rebounds for Minnesota.
"('Pekovic,Nikola', 'trb', '6')",PLAYER_FIRST PLAYER_LAST had STAT rebounds for Minnesota.
"('DAL', 'fg3', '10')",Jae Crowder had six rebounds for Dallas.
"('Nowitzki,Dirk', 'pts', '14')",Monta Ellis scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for Dallas.
"('MIN', 'fg3', '8')",Love had 32 _STAT_ rebounds and eight assists to lead the Timberwolves to a 116 108 victory over the Dallas Mavericks on Friday night.
"('MIN', 'pts', '116')","Love had 32 points, _STAT_ rebounds and eight assists to lead the Timberwolves to a 116 108 victory over the Dallas Mavericks on Friday night."
"('Ellis,Monta', 'pts', '23')",That efficiency wasn't there on Friday night as PLAYER_LAST needed 24 shots to score STAT points.
"('Calderon,Jose', 'fg3', '6')", PLAYER_FIRST PLAYER_LAST made STAT of 8 3 pointers and scored _STAT_ for the Mavericks.
"('Calderon,Jose', 'pts', '21')", PLAYER_FIRST PLAYER_LAST made 6 of 8 3 pointers and scored STAT points for the Mavericks.
"('Hummel,Robbie', 'pts', '2')","PLAYER_FIRST PLAYER_LAST made his NBA debut for the Timberwolves, scoring STAT points in 11 minutes."
"('DAL', 'pts', '108')","Love had 32 points, _STAT_ rebounds and eight assists to lead the Timberwolves to a 116 108 victory over the Dallas Mavericks on Friday night."
"('Love,Kevin', 'pts', '32')", PLAYER_FIRST Martin added STAT points and five rebounds and Corey Brewer scored _STAT_ points to help the Timberwolves snap a two game skid.
"('Calderon,Jose', 'fg', '7')",PLAYER_LAST also had STAT assists and four rebounds.
"('Calderon,Jose', 'ast', '7')",PLAYER_LAST also had STAT assists and four rebounds.
"('Calderon,Jose', 'trb', '4')",PLAYER_LAST also had seven assists and STAT rebounds.
"('Crowder,Jae', 'pts', '10')",PLAYER_FIRST PLAYER_LAST had STAT points and six rebounds for Dallas.
"('Crowder,Jae', 'trb', '6')",PLAYER_FIRST PLAYER_LAST had STAT rebounds for Dallas.
"('Love,Kevin', 'pts', '32')","PLAYER_LAST had STAT points, _STAT_ rebounds and eight assists to lead the Timberwolves to a 116 108 victory over the Dallas Mavericks on Friday night."
"('Love,Kevin', 'trb', '15')",PLAYER_LAST had 32 STAT rebounds and eight assists to lead the Timberwolves to a 116 108 victory over the Dallas Mavericks on Friday night.
"('Love,Kevin', 'ast', '8')",PLAYER_LAST had 32 _STAT_ rebounds and STAT assists to lead the Timberwolves to a 116 108 victory over the Dallas Mavericks on Friday night.
"('Brewer,Corey', 'pts', '17')", Kevin Martin added _STAT_ points and five rebounds and PLAYER_FIRST PLAYER_LAST scored STAT points to help the Timberwolves snap a two game skid.
"('Ellis,Monta', 'pts', '23')",PLAYER_FIRST PLAYER_LAST scored STAT points and Dirk Nowitzki added 14 for Dallas.
"('Smith,Jason', 'pts', '14')",PLAYER_FIRST PLAYER_LAST scored STAT points for New Orleans.
"('Kaman,Chris', 'pts', '16')"," PLAYER_FIRST PLAYER_LAST led Los Angeles with STAT points, while Nick Young and Steve Blake each scored 13."
"('Gordon,Eric', 'pts', '16')"," PLAYER_LAST scored STAT for the Pelicans, who led most of the way in their second straight win."
"('NOP', 'fg3', '3')",The Lakers had won in Houston on Thursday night and did not arrive in New Orleans until 3 a.m.
"('Hill,Jordan', 'trb', '13')", PLAYER_FIRST PLAYER_LAST pulled down a game high STAT rebounds for the Lakers.
"('Leonard,Kawhi', 'pts', '13')"," PLAYER_FIRST PLAYER_LAST added STAT points for the Spurs, who improved to a conference best 5 1."
"('Lee,David', 'pts', '13')",PLAYER_LAST added STAT and Klay Thompson had 11.
"('Barnes,Harrison', 'pts', '5')",PLAYER_LAST scored STAT points.
"('SAS', 'fg3', '5')"," Kawhi Leonard added _STAT_ for the Spurs, who improved to a conference best 5 1."
"('Morris,Markieff', 'fg', '10')", PLAYER_FIRST PLAYER_LAST added STAT rebounds and made STAT of 13 shots.
"('Morris,Markieff', 'trb', '10')", PLAYER_FIRST PLAYER_LAST added STAT rebounds and made STAT of 13 shots.
"('Morris,Markieff', 'fg', '10')", PLAYER_FIRST PLAYER_LAST added STAT rebounds and made STAT of 13 shots.
"('Morris,Markieff', 'trb', '10')", PLAYER_FIRST PLAYER_LAST added STAT rebounds and made STAT of 13 shots.
"('DEN', 'pts', '103')","Phoenix's reserves came up big again Friday night, with twins Markieff and Marcus Morris leading the Suns to a 114 103 over the Denver Nuggets."
"('Smith,Ish', 'fg', '3')", PLAYER_LAST converted a STAT point play and Markieff Morris made a layup off a steal.
"('PHO', 'fg', '40')",The Suns led 64 47 at halftime but got outscored 40 20 in the third quarter.
"('Bledsoe,Eric', 'pts', '17')",Starters Miles Plumlee added _STAT_ points and _STAT_ rebounds and PLAYER_FIRST PLAYER_LAST had STAT points and nine assists.
"('Bledsoe,Eric', 'ast', '9')",Starters Miles Plumlee added _STAT_ rebounds and PLAYER_FIRST PLAYER_LAST had STAT assists.
"('Hamilton,Jordan', 'pts', '19')","PLAYER_FIRST PLAYER_LAST scored STAT points for Denver, which fell to 1 4."
"('Morris,Marcus', 'fg', '3')", Smith converted a STAT point play and Markieff PLAYER_LAST made a layup off a steal.
"('Morris,Marcus', 'fg3', '3')", Smith converted a STAT point play and Markieff PLAYER_LAST made a layup off a steal.
"('Lawson,Ty', 'pts', '29')",PLAYER_FIRST PLAYER_LAST scored 21 of his STAT points in the period to vault the Nuggets back into the lead.
"('Green,Gerald', 'fg3', '1')","The Suns made 14 of 24 first quarter shots, STAT of them a high flying dunk by PLAYER_LAST on a lob from P.J."
"('Morris,Marcus', 'pts', '11')",PLAYER_FIRST PLAYER_LAST scored STAT points and grabbed eight boards.
"('Morris,Marcus', 'trb', '8')",PLAYER_FIRST PLAYER_LAST grabbed STAT boards.
"('PHO', 'pts', '114')","Phoenix's reserves came up big again Friday night, with twins Markieff and Marcus Morris leading the Suns to a 114 103 over the Denver Nuggets."
"('Plumlee,Miles', 'pts', '18')",Starters PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds and Eric Bledsoe had _STAT_ points and nine assists.
"('Plumlee,Miles', 'trb', '11')",Starters PLAYER_FIRST PLAYER_LAST added STAT rebounds and Eric Bledsoe had nine assists.
"('Smith,Ish', 'pts', '8')","The brothers combined for five steals, and reserve guard PLAYER_FIRST PLAYER_LAST had STAT and four assists in only 12 minutes, 27 seconds on the court."
"('Smith,Ish', 'ast', '4')","The brothers combined for five steals, and reserve guard PLAYER_FIRST PLAYER_LAST had eight and STAT assists in only 12 minutes, 27 seconds on the court."
"('Cousins,DeMarcus', 'stl', '4')",PLAYER_LAST had STAT steals to up his total on the season to 12.
"('Aldridge,LaMarcus', 'trb', '7')", Lillard finished with 22 eight rebounds and STAT assists and PLAYER_LAST added 20 including 10 in the fourth quarter.
"('Aldridge,LaMarcus', 'pts', '20')"," Lillard finished with 22 points, eight rebounds and seven assists and PLAYER_LAST added STAT points, including 10 in the fourth quarter."
"('Aldridge,LaMarcus', 'fg', '10')", Lillard finished with 22 eight rebounds and seven assists and PLAYER_LAST added 20 including STAT in the fourth quarter.
"('SAC', 'fg3', '6')","Cousins, who had six rebounds in the first half, struggled in Sacramento's 105 100 loss at home to the Hawks on Tuesday."
"('Lillard,Damian', 'pts', '22')"," PLAYER_LAST finished with STAT points, eight rebounds and seven assists and Aldridge added 20 points, including 10 in the fourth quarter."
"('Lillard,Damian', 'trb', '8')", PLAYER_LAST finished with 22 STAT rebounds and seven assists and Aldridge added 20 including 10 in the fourth quarter.
"('Lillard,Damian', 'ast', '7')", PLAYER_LAST finished with 22 eight rebounds and STAT assists and Aldridge added 20 including 10 in the fourth quarter.
"('Aldridge,LaMarcus', 'pts', '20')",PLAYER_LAST became the first Blazers player to score at least STAT points in each of the team's first five games since Clyde Drexler in 1988.
"('Cousins,DeMarcus', 'pts', '35')",PLAYER_FIRST PLAYER_LAST almost singlehandedly carried the Kings with STAT points and nine rebounds.
"('Cousins,DeMarcus', 'trb', '9')",PLAYER_FIRST PLAYER_LAST almost singlehandedly carried the Kings with STAT rebounds.
"('Matthews,Wesley', 'pts', '18')",PLAYER_LAST finished with STAT points.
"('Lillard,Damian', 'fg', '5')",PLAYER_LAST became just the second NBA player to hit three or more 3s in his team's first STAT games.
"('SAC', 'fg3', '6')","The Kings struggled defensively against the Blazers, who had six players in double figures and shot nearly 50 percent from the floor for the game."
"('SAC', 'pts', '91')",The two combined for _STAT_ points in a 104 91 victory over Sacramento on Friday night.
"('Favors,Derrick', 'pts', '17')",Gordon Hayward scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT for the Jazz.
"('Gay,Rudy', 'pts', '11')", Jonas Valanciunas scored _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT as the Raptors earned their first home victory over the Jazz since Dec.
"('Lowry,Kyle', 'pts', '9')",All STAT of Lowry's points came in the first quarter.
"('Valanciunas,Jonas', 'pts', '14')", PLAYER_FIRST PLAYER_LAST scored STAT points and Rudy Gay had 11 as the Raptors earned their first home victory over the Jazz since Dec.
"('Hayward,Gordon', 'pts', '24')",PLAYER_FIRST PLAYER_LAST scored STAT points and Derrick Favors had 17 for the Jazz.
"('Hansbrough,Tyler', 'trb', '7')",PLAYER_LAST had STAT rebounds and went 11 for 13 at the free throw line.
"('Hansbrough,Tyler', 'ft', '11')",PLAYER_LAST had seven rebounds and went STAT for 13 at the free throw line.
"('UTA', 'fg3', '3')",Utah finished 3 for 18 from 3 point range.
"('UTA', 'fg3', '3')",Utah finished 3 for 18 from 3 point range.
"('UTA', 'fg3', '3')"," Jazz forward Marvin Williams, who returned from a right Achilles injury Friday, went scoreless in 15 minutes, missing his three field goal attempts."
"('Nicholson,Andrew', 'pts', '13')",Jameer Nelson and PLAYER_FIRST PLAYER_LAST each finished with STAT points for Orlando.
"('Scott,Mike', 'pts', '17')",PLAYER_FIRST PLAYER_LAST had STAT points in a reserve role and Al Horford scored 15 and Kyle Korver added 14 for Atlanta.
"('Nelson,Jameer', 'pts', '13')",PLAYER_FIRST PLAYER_LAST and Andrew Nicholson each finished with STAT points for Orlando.
"('Korver,Kyle', 'pts', '14')",Mike Scott had _STAT_ points in a reserve role and Al Horford scored 15 and PLAYER_FIRST PLAYER_LAST added STAT for Atlanta.
"('Horford,Al', 'pts', '15')",Mike Scott had _STAT_ points in a reserve role and PLAYER_FIRST PLAYER_LAST scored STAT and Kyle Korver added 14 for Atlanta.
"('Afflalo,Arron', 'pts', '21')","PLAYER_FIRST PLAYER_LAST finished with STAT points for the Magic, who have dropped 15 straight on the road dating to last March 4."
"('IND', 'fg3', '7')","Indiana, which has trailed at halftime in six of its seven games, then outscored Brooklyn 28 21 in the third quarter."
"('Lopez,Brook', 'fg', '6')","Indiana, which has trailed at halftime in STAT of its seven games, then outscored Brooklyn 28 21 in the third quarter."
"('Stephenson,Lance', 'pts', '15')"," Roy Hibbert finished with STAT points and 11 rebounds, and PLAYER_FIRST PLAYER_LAST also scored STAT points."
"('Stephenson,Lance', 'pts', '15')"," Roy Hibbert finished with STAT points and 11 rebounds, and PLAYER_FIRST PLAYER_LAST also scored STAT points."
"('Lopez,Brook', 'pts', '16')","PLAYER_FIRST PLAYER_LAST scored STAT points, and Paul Pierce had 15."
"('IND', 'fg3', '7')",Vogel said the Pacers have made winning the East their priority after they lost Game 7 of the East finals on the road in Miami.
"('Hibbert,Roy', 'pts', '15')"," PLAYER_FIRST PLAYER_LAST finished with STAT points and 11 rebounds, and Lance Stephenson also scored STAT points."
"('Hibbert,Roy', 'trb', '11')"," PLAYER_FIRST PLAYER_LAST finished with STAT rebounds, and Lance Stephenson also scored _STAT_ points."
"('Hibbert,Roy', 'pts', '15')"," PLAYER_FIRST PLAYER_LAST finished with STAT points and 11 rebounds, and Lance Stephenson also scored STAT points."
"('Turner,Evan', 'pts', '31')",PLAYER_LAST led the Sixers with STAT points and Young had 29.
"('CLE', 'pts', '127')", seconds remaining in the second extra session to lift the Cleveland Cavaliers a 127 125 win over the Philadelphia 76ers on Saturday night.
"('PHI', 'pts', '125')", seconds remaining in the second extra session to lift the Cleveland Cavaliers a 127 125 win over the Philadelphia 76ers on Saturday night.
"('CLE', 'fg3', '13')", Irving scored _STAT_ in the final period to help Cleveland overcome a 10 point deficit.
"('Waiters,Dion', 'pts', '24')",PLAYER_FIRST PLAYER_LAST scored STAT points and Jarrett Jack added 20 for the Cavaliers in the second game of the home and home set.
"('Jack,Jarrett', 'pts', '20')",Dion Waiters scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for the Cavaliers in the second game of the home and home set.
"('Irving,Kyrie', 'pts', '39')","""Thirty three percent isn't bad, I'd take that any day,"" said Irving, who scored a season high STAT points."
"('Gee,Alonzo', 'pts', '2')",PLAYER_LAST scored STAT points in 22 minutes while Clark didn't play.
"('Green,Jeff', 'pts', '24')", PLAYER_LAST finished with STAT points and was 5 of 8 on 3 pointers.
"('Green,Jeff', 'fg3', '5')", PLAYER_LAST finished with was STAT of 8 on 3 pointers.
"('Green,Jeff', 'fg', '8')", PLAYER_LAST finished with was 5 of STAT on 3 pointers.
"('James,LeBron', 'pts', '25')", PLAYER_LAST led Miami (4 3) with STAT points and 10 assists.
"('James,LeBron', 'ast', '10')", PLAYER_LAST led Miami (4 3) with STAT assists.
"('BOS', 'pts', '111')",Green hit a 3 pointer at the buzzer to lift the Boston Celtics to a 111 110 victory over the Heat on Saturday night.
"('Bradley,Avery', 'pts', '17')",PLAYER_FIRST PLAYER_LAST scored STAT points and Jordan Crawford added 15 for the Celtics (3 4).
"('Bosh,Chris', 'fg', '7')","Game notes
PLAYER_LAST shot STAT of 12 from the field and has shot at least 50 percent in all six games he's played this season."
"('Crawford,Jordan', 'pts', '15')",Avery Bradley scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT for the Celtics (3 4).
"('MIA', 'pts', '110')", seconds remaining to give the Heat 110 106 lead.
"('Bosh,Chris', 'pts', '20')",PLAYER_FIRST PLAYER_LAST had STAT points and Wade finished with 18.
"('MIA', 'pts', '110')",Green hit a 3 pointer at the buzzer to lift the Boston Celtics to a 111 110 victory over the Heat on Saturday night.
"('Wallace,Gerald', 'fg', '3')","""It was for a two, but I told PLAYER_FIRST I wanted to shoot the STAT to try to win it,"" Green said."
"('Beverley,Patrick', 'pts', '19')","Chandler Parsons added _STAT_ points and eight rebounds, while PLAYER_FIRST PLAYER_LAST scored STAT points."
"('Harden,James', 'pts', '12')","PLAYER_FIRST Harden, who was a game time decision with a bruised left foot, had STAT points on 4 for 15 shooting."
"('Harden,James', 'fg', '4')","PLAYER_FIRST Harden, who was a game time decision with a bruised left foot, had _STAT_ on STAT for 15 shooting."
"('Redick,J.J.', 'fg', '8')",Griffin also had seven rebounds and PLAYER_LAST shot STAT for 15 from the field.
"('Howard,Dwight', 'pts', '21')","PLAYER_FIRST PLAYER_LAST had STAT points and eight rebounds for the Rockets, but was just 5 for 11 on free throws."
"('Howard,Dwight', 'fg', '8')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Rockets, but was just 5 for 11 on free throws."
"('Howard,Dwight', 'trb', '8')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Rockets, but was just 5 for 11 on free throws."
"('Howard,Dwight', 'ft', '5')","PLAYER_FIRST PLAYER_LAST had eight rebounds for the Rockets, but was just STAT for 11 on free throws."
"('Jordan,DeAndre', 'pts', '12')","Crawford had 16 points, Chris Paul added _STAT_ points and _STAT_ assists and PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for the Clippers."
